ArraySize,Run,Kth,EmpiricalComparisons,ExpectedComparisons,RunningTime(us)
320000,51,Median,371777,640000,46372
320000,52,First,346755,640000,36372
320000,52,25%,215658,640000,47415
320000,52,Median,372845,640000,49406
320000,53,First,345469,640000,31577
320000,53,25%,216917,640000,50216
320000,53,Median,370062,640000,79002
320000,54,First,346067,640000,37050
320000,54,25%,214847,640000,44412
320000,54,Median,373422,640000,48885
320000,55,First,347765,640000,31842
320000,55,25%,218230,640000,44631
320000,55,Median,377996,640000,43531
320000,56,First,346571,640000,40452
320000,56,25%,211070,640000,66743
320000,56,Median,368254,640000,44268
320000,57,First,347817,640000,31795
320000,57,25%,208049,640000,66752
320000,57,Median,372728,640000,60724
320000,58,First,345957,640000,46409
320000,58,25%,214817,640000,61557
320000,58,Median,368867,640000,91642
320000,59,First,345871,640000,52311
320000,59,25%,214455,640000,46190
320000,59,Median,373006,640000,54087
320000,60,First,348159,640000,32057
320000,60,25%,214486,640000,44021
320000,60,Median,375288,640000,43726
320000,61,First,345985,640000,31715
320000,61,25%,217319,640000,74616
320000,61,Median,371952,640000,58523
320000,62,First,345803,640000,33843
320000,62,25%,213629,640000,58547
320000,62,Median,373386,640000,42787
320000,63,First,347247,640000,31878
320000,63,25%,215645,640000,43931
320000,63,Median,372972,640000,46960
320000,64,First,347783,640000,56288
320000,64,25%,211096,640000,44127
320000,64,Median,370711,640000,44099
320000,65,First,345293,640000,35531
320000,65,25%,211165,640000,43303
320000,65,Median,371337,640000,50745
320000,66,First,346723,640000,31849
320000,66,25%,217869,640000,44270
320000,66,Median,371374,640000,52247
320000,67,First,346535,640000,32060
320000,67,25%,212299,640000,43534
320000,67,Median,371658,640000,43368
320000,68,First,345659,640000,31866
320000,68,25%,215650,640000,47060
320000,68,Median,379889,640000,43832
320000,69,First,347431,640000,31802
320000,69,25%,215203,640000,43050
320000,69,Median,375583,640000,51117
320000,70,First,348351,640000,32033
320000,70,25%,210210,640000,54617
320000,70,Median,375819,640000,93942
320000,71,First,346033,640000,31229
320000,71,25%,212631,640000,83403
320000,71,Median,375893,640000,71898
320000,72,First,348305,640000,32062
320000,72,25%,211680,640000,46175
320000,72,Median,377856,640000,44024
320000,73,First,346603,640000,42786
320000,73,25%,218669,640000,48656
320000,73,Median,371965,640000,74549
320000,74,First,347743,640000,31464
320000,74,25%,210863,640000,43968
320000,74,Median,377599,640000,52872
320000,75,First,346877,640000,56858
320000,75,25%,214155,640000,50753
320000,75,Median,369969,640000,90388
320000,76,First,347573,640000,37712
320000,76,25%,211731,640000,49520
320000,76,Median,370273,640000,66443
320000,77,First,346403,640000,31764
320000,77,25%,215435,640000,71137
320000,77,Median,372118,640000,44499
320000,78,First,346935,640000,31748
320000,78,25%,212967,640000,48074
320000,78,Median,368444,640000,75694
320000,79,First,347287,640000,32625
320000,79,25%,220095,640000,48706
320000,79,Median,374091,640000,55589
320000,80,First,347725,640000,42824
320000,80,25%,215685,640000,46694
320000,80,Median,374261,640000,46771
320000,81,First,345771,640000,31645
320000,81,25%,214842,640000,44144
320000,81,Median,382268,640000,62540
320000,82,First,346235,640000,61654
320000,82,25%,210947,640000,44248
320000,82,Median,372452,640000,44170
320000,83,First,346851,640000,32078
320000,83,25%,215901,640000,43495
320000,83,Median,375864,640000,43841
320000,84,First,347239,640000,32334
320000,84,25%,215708,640000,56966
320000,84,Median,373080,640000,43650
320000,85,First,347737,640000,32096
320000,85,25%,218329,640000,52595
320000,85,Median,372487,640000,58253
320000,86,First,347247,640000,39829
320000,86,25%,204957,640000,43654
320000,86,Median,369309,640000,42484
320000,87,First,344877,640000,32044
320000,87,25%,210097,640000,72232
320000,87,Median,371684,640000,43421
320000,88,First,346433,640000,32101
320000,88,25%,209014,640000,52624
320000,88,Median,375415,640000,49086
320000,89,First,347311,640000,33693
320000,89,25%,212343,640000,64230
320000,89,Median,375309,640000,53755
320000,90,First,347425,640000,33890
320000,90,25%,211271,640000,65681
320000,90,Median,373678,640000,53858
320000,91,First,348897,640000,31609
320000,91,25%,214187,640000,43294
320000,91,Median,375125,640000,43073
320000,92,First,346525,640000,31723
320000,92,25%,217438,640000,46238
320000,92,Median,375733,640000,42951
320000,93,First,348491,640000,32021
320000,93,25%,219754,640000,44863
320000,93,Median,376073,640000,72850
320000,94,First,346677,640000,33657
320000,94,25%,214233,640000,43731
320000,94,Median,374857,640000,43810
320000,95,First,345399,640000,50949
320000,95,25%,211717,640000,84718
320000,95,Median,373650,640000,43620
320000,96,First,348369,640000,31273
320000,96,25%,211881,640000,43628
320000,96,Median,368760,640000,82148
320000,97,First,347383,640000,31723
320000,97,25%,214956,640000,74189
320000,97,Median,373478,640000,65196
320000,98,First,348423,640000,31863
320000,98,25%,211461,640000,43611
320000,98,Median,374323,640000,44393
320000,99,First,347285,640000,32246
320000,99,25%,209993,640000,50363
320000,99,Median,377086,640000,61545
320000,100,First,345663,640000,31802
320000,100,25%,211199,640000,43836
320000,100,Median,374039,640000,65366
320000,Average,First,346955,640000,40962
320000,Average,25%,213928,640000,58044
320000,Average,Median,373799,640000,60207
640000,1,First,686189,1280000,76543
640000,1,25%,408240,1280000,112833
640000,1,Median,727723,1280000,107368
640000,2,First,689637,1280000,62887
640000,2,25%,406078,1280000,117415
640000,2,Median,735467,1280000,120608
640000,3,First,683039,1280000,71526
640000,3,25%,405992,1280000,85676
640000,3,Median,730104,1280000,85367
640000,4,First,684137,1280000,93592
640000,4,25%,413332,1280000,107493
640000,4,Median,731557,1280000,88782
640000,5,First,683423,1280000,87832
640000,5,25%,408848,1280000,90397
640000,5,Median,725901,1280000,104562
640000,6,First,684515,1280000,62605
640000,6,25%,410223,1280000,113787
640000,6,Median,730496,1280000,86727
640000,7,First,685885,1280000,62879
640000,7,25%,408079,1280000,86141
640000,7,Median,727845,1280000,86845
640000,8,First,686151,1280000,70321
640000,8,25%,407347,1280000,90498
640000,8,Median,727365,1280000,85602
640000,9,First,686507,1280000,90124
640000,9,25%,412914,1280000,120029
640000,9,Median,737993,1280000,141115
640000,10,First,686747,1280000,88155
640000,10,25%,415456,1280000,86695
640000,10,Median,728519,1280000,105500
640000,11,First,684999,1280000,80602
640000,11,25%,410042,1280000,122396
640000,11,Median,729267,1280000,88572
640000,12,First,684987,1280000,89040
640000,12,25%,412732,1280000,92741
640000,12,Median,736489,1280000,145813
640000,13,First,683905,1280000,81389
640000,13,25%,418283,1280000,184252
640000,13,Median,739459,1280000,117340
640000,14,First,686401,1280000,62475
640000,14,25%,413218,1280000,85099
640000,14,Median,735296,1280000,115884
640000,15,First,684941,1280000,70284
640000,15,25%,420108,1280000,123287
640000,15,Median,742021,1280000,86459
640000,16,First,683489,1280000,112451
640000,16,25%,407424,1280000,127968
640000,16,Median,733577,1280000,115423
640000,17,First,685549,1280000,62318
640000,17,25%,413058,1280000,120500
640000,17,Median,730353,1280000,109847
640000,18,First,681865,1280000,61812
640000,18,25%,411698,1280000,95319
640000,18,Median,741699,1280000,100840
640000,19,First,687567,1280000,75051
640000,19,25%,415772,1280000,88129
640000,19,Median,728376,1280000,107642
640000,20,First,687207,1280000,69038
640000,20,25%,406666,1280000,150167
640000,20,Median,723856,1280000,122861
640000,21,First,686057,1280000,89154
640000,21,25%,407135,1280000,90575
640000,21,Median,730787,1280000,154135
640000,22,First,683541,1280000,66359
640000,22,25%,412919,1280000,122502
640000,22,Median,737719,1280000,143744
640000,23,First,685977,1280000,62464
640000,23,25%,415396,1280000,86622
640000,23,Median,724556,1280000,99722
640000,24,First,682879,1280000,62065
640000,24,25%,412691,1280000,91750
640000,24,Median,737854,1280000,86064
640000,25,First,685293,1280000,113196
640000,25,25%,410142,1280000,119211
640000,25,Median,725039,1280000,135166
640000,26,First,687513,1280000,62847
640000,26,25%,409239,1280000,86074
640000,26,Median,732444,1280000,126815
640000,27,First,687507,1280000,65791
640000,27,25%,410716,1280000,92922
640000,27,Median,727093,1280000,111829
640000,28,First,685053,1280000,133301
640000,28,25%,408548,1280000,98620
640000,28,Median,721388,1280000,85438
640000,29,First,683823,1280000,92971
640000,29,25%,405797,1280000,106383
640000,29,Median,730904,1280000,118837
640000,30,First,686713,1280000,93557
640000,30,25%,404055,1280000,94764
640000,30,Median,736638,1280000,131185
640000,31,First,682939,1280000,85813
640000,31,25%,407494,1280000,116385
640000,31,Median,729315,1280000,89801
640000,32,First,685355,1280000,71546
640000,32,25%,409764,1280000,118709
640000,32,Median,727883,1280000,108001
640000,33,First,684497,1280000,62358
640000,33,25%,414102,1280000,114899
640000,33,Median,721868,1280000,85322
640000,34,First,689909,1280000,74665
640000,34,25%,408837,1280000,124924
640000,34,Median,727657,1280000,141254
640000,35,First,686241,1280000,62430
640000,35,25%,412418,1280000,134309
640000,35,Median,732473,1280000,127552
640000,36,First,682385,1280000,87236
640000,36,25%,412854,1280000,96570
640000,36,Median,731864,1280000,84447
640000,37,First,682071,1280000,62645
640000,37,25%,415663,1280000,129041
640000,37,Median,737977,1280000,116499
640000,38,First,683961,1280000,76087
640000,38,25%,410761,1280000,122134
640000,38,Median,734112,1280000,141472
640000,39,First,683419,1280000,62046
640000,39,25%,417281,1280000,91510
640000,39,Median,727903,1280000,114169
640000,40,First,684735,1280000,62333
640000,40,25%,406698,1280000,85442
640000,40,Median,733614,1280000,105669
640000,41,First,682175,1280000,103091
640000,41,25%,407228,1280000,144142
640000,41,Median,730126,1280000,84961
640000,42,First,682611,1280000,62213
640000,42,25%,413262,1280000,84547
640000,42,Median,723155,1280000,119606
640000,43,First,684725,1280000,62422
640000,43,25%,411130,1280000,87864
640000,43,Median,729497,1280000,87635
640000,44,First,686509,1280000,63213
640000,44,25%,403057,1280000,90713
640000,44,Median,725239,1280000,137488
640000,45,First,685563,1280000,66846
640000,45,25%,414157,1280000,108467
640000,45,Median,736848,1280000,120627
640000,46,First,685969,1280000,77456
640000,46,25%,412622,1280000,151230
640000,46,Median,730736,1280000,105479
640000,47,First,684323,1280000,65287
640000,47,25%,412592,1280000,87131
640000,47,Median,726922,1280000,86085
640000,48,First,687053,1280000,93627
640000,48,25%,409086,1280000,120983
640000,48,Median,724419,1280000,110048
640000,49,First,687211,1280000,80383
640000,49,25%,412938,1280000,87457
640000,49,Median,737472,1280000,87752
640000,50,First,684811,1280000,86816
640000,50,25%,412801,1280000,93517
640000,50,Median,737180,1280000,85706
640000,51,First,682987,1280000,62454
640000,51,25%,419465,1280000,86284
640000,51,Median,732538,1280000,169045
640000,52,First,686361,1280000,80728
640000,52,25%,409219,1280000,115494
640000,52,Median,727074,1280000,86789
640000,53,First,686575,1280000,62719
640000,53,25%,415777,1280000,105773
640000,53,Median,729719,1280000,110324
640000,54,First,685893,1280000,62153
640000,54,25%,406582,1280000,113459
640000,54,Median,732527,1280000,97272
640000,55,First,683703,1280000,62579
640000,55,25%,412997,1280000,110233
640000,55,Median,726907,1280000,132160
640000,56,First,682313,1280000,62410
640000,56,25%,409534,1280000,95500
640000,56,Median,719703,1280000,86022
640000,57,First,682465,1280000,71596
640000,57,25%,416913,1280000,82805
640000,57,Median,733753,1280000,102551
640000,58,First,686707,1280000,74913
640000,58,25%,416281,1280000,87224
640000,58,Median,729281,1280000,111089
640000,59,First,685389,1280000,62844
640000,59,25%,412615,1280000,85715
640000,59,Median,727238,1280000,86251
640000,60,First,686411,1280000,63071
640000,60,25%,409634,1280000,131903
640000,60,Median,731771,1280000,119895
640000,61,First,684823,1280000,91165
640000,61,25%,404886,1280000,144314
640000,61,Median,729274,1280000,102749
640000,62,First,685403,1280000,102942
640000,62,25%,412131,1280000,100082
640000,62,Median,727708,1280000,85364
640000,63,First,686937,1280000,62123
640000,63,25%,409638,1280000,92809
640000,63,Median,734899,1280000,102398
640000,64,First,684947,1280000,83277
640000,64,25%,415547,1280000,111173
640000,64,Median,729398,1280000,132721
640000,65,First,686205,1280000,67390
640000,65,25%,400156,1280000,85414
640000,65,Median,730277,1280000,85780
640000,66,First,687179,1280000,87615
640000,66,25%,413803,1280000,123529
640000,66,Median,733399,1280000,102001
640000,67,First,683597,1280000,61932
640000,67,25%,405196,1280000,116967
640000,67,Median,730353,1280000,111457
640000,68,First,683533,1280000,62239
640000,68,25%,413659,1280000,97869
640000,68,Median,728935,1280000,130251
640000,69,First,683489,1280000,75077
640000,69,25%,415872,1280000,94037
640000,69,Median,734353,1280000,108254
640000,70,First,685001,1280000,101380
640000,70,25%,415105,1280000,126753
640000,70,Median,736343,1280000,112454
640000,71,First,685185,1280000,64298
640000,71,25%,412130,1280000,96048
640000,71,Median,734189,1280000,89765
640000,72,First,683363,1280000,63138
640000,72,25%,409597,1280000,100380
640000,72,Median,733919,1280000,133308
640000,73,First,684925,1280000,62269
640000,73,25%,408917,1280000,85860
640000,73,Median,731014,1280000,93953
640000,74,First,686681,1280000,63107
640000,74,25%,411305,1280000,91503
640000,74,Median,727462,1280000,119949
640000,75,First,683671,1280000,61847
640000,75,25%,408728,1280000,138655
640000,75,Median,723621,1280000,154156
640000,76,First,684647,1280000,65492
640000,76,25%,413630,1280000,85606
640000,76,Median,732175,1280000,118710
640000,77,First,689227,1280000,58684
640000,77,25%,406037,1280000,85119
640000,77,Median,735217,1280000,84988
640000,78,First,687841,1280000,89255
640000,78,25%,408005,1280000,86088
640000,78,Median,730698,1280000,111184
640000,79,First,683673,1280000,61432
640000,79,25%,405522,1280000,85963
640000,79,Median,729380,1280000,84795
640000,80,First,685883,1280000,62585
640000,80,25%,412613,1280000,135738
640000,80,Median,728798,1280000,87292
640000,81,First,683781,1280000,63611
640000,81,25%,413279,1280000,135656
640000,81,Median,739116,1280000,86490
640000,82,First,685843,1280000,89889
640000,82,25%,407246,1280000,85019
640000,82,Median,728860,1280000,112868
640000,83,First,686929,1280000,62733
640000,83,25%,416805,1280000,162674
640000,83,Median,740310,1280000,116480
640000,84,First,684379,1280000,126923
640000,84,25%,408618,1280000,92592
640000,84,Median,736114,1280000,104554
640000,85,First,684301,1280000,62921
640000,85,25%,411143,1280000,137665
640000,85,Median,738681,1280000,120822
640000,86,First,685377,1280000,62622
640000,86,25%,406329,1280000,85324
640000,86,Median,727725,1280000,122195
640000,87,First,688195,1280000,62627
640000,87,25%,414295,1280000,105378
640000,87,Median,728824,1280000,94117
640000,88,First,685111,1280000,63007
640000,88,25%,415327,1280000,97364
640000,88,Median,724800,1280000,109004
640000,89,First,683009,1280000,88975
640000,89,25%,401918,1280000,94800
640000,89,Median,727664,1280000,103413
640000,90,First,685081,1280000,62131
640000,90,25%,410587,1280000,103881
640000,90,Median,735164,1280000,118868
640000,91,First,686775,1280000,87435
640000,91,25%,414210,1280000,106519
640000,91,Median,733777,1280000,86809
640000,92,First,682195,1280000,61897
640000,92,25%,409772,1280000,86529
640000,92,Median,731321,1280000,149316
640000,93,First,685651,1280000,99678
640000,93,25%,403753,1280000,102177
640000,93,Median,731384,1280000,121775
640000,94,First,686567,1280000,89351
640000,94,25%,412629,1280000,92338
640000,94,Median,734590,1280000,85517
640000,95,First,686269,1280000,65557
640000,95,25%,399248,1280000,134379
640000,95,Median,733100,1280000,114110
640000,96,First,687831,1280000,69545
640000,96,25%,410511,1280000,86507
640000,96,Median,732309,1280000,111441
640000,97,First,683951,1280000,66004
640000,97,25%,409436,1280000,115787
640000,97,Median,725564,1280000,110782
640000,98,First,686229,1280000,71236
640000,98,25%,409191,1280000,96335
640000,98,Median,733232,1280000,110222
640000,99,First,685863,1280000,69523
640000,99,25%,411043,1280000,144555
640000,99,Median,737763,1280000,96790
640000,100,First,684599,1280000,75726
640000,100,25%,409341,1280000,83763
640000,100,Median,730445,1280000,118461
640000,Average,First,685209,1280000,74552
640000,Average,25%,410731,1280000,106277
640000,Average,Median,731167,1280000,109026
1280000,1,First,1354919,2560000,125813
1280000,1,25%,800799,2560000,226728
1280000,1,Median,1432745,2560000,195201
1280000,2,First,1356087,2560000,187767
1280000,2,25%,800540,2560000,203908
1280000,2,Median,1434277,2560000,191807
1280000,3,First,1356659,2560000,146114
1280000,3,25%,795262,2560000,230028
1280000,3,Median,1431196,2560000,254261
1280000,4,First,1357053,2560000,137174
1280000,4,25%,785901,2560000,193244
1280000,4,Median,1427579,2560000,198977
1280000,5,First,1351669,2560000,139042
1280000,5,25%,797093,2560000,228626
1280000,5,Median,1437582,2560000,205057
1280000,6,First,1356113,2560000,162940
1280000,6,25%,799177,2560000,211025
1280000,6,Median,1434229,2560000,209565
1280000,7,First,1359525,2560000,161153
1280000,7,25%,799122,2560000,221822
1280000,7,Median,1441364,2560000,242222
1280000,8,First,1358921,2560000,181508
1280000,8,25%,798068,2560000,212457
1280000,8,Median,1435010,2560000,269117
1280000,9,First,1357689,2560000,242088
1280000,9,25%,787938,2560000,375152
1280000,9,Median,1430550,2560000,374595
1280000,10,First,1359301,2560000,314170
1280000,10,25%,798885,2560000,384050
1280000,10,Median,1427530,2560000,419820
1280000,11,First,1359243,2560000,308175
1280000,11,25%,795650,2560000,383308
1280000,11,Median,1440152,2560000,394624
1280000,12,First,1355601,2560000,271727
1280000,12,25%,794705,2560000,326132
1280000,12,Median,1434342,2560000,372872
1280000,13,First,1353277,2560000,275842
1280000,13,25%,788573,2560000,317620
1280000,13,Median,1430442,2560000,309588
1280000,14,First,1355639,2560000,201531
1280000,14,25%,790231,2560000,297964
1280000,14,Median,1436587,2560000,368135
1280000,15,First,1360323,2560000,263951
1280000,15,25%,788549,2560000,373620
1280000,15,Median,1442330,2560000,310520
1280000,16,First,1358629,2560000,321056
1280000,16,25%,781818,2560000,326539
1280000,16,Median,1442683,2560000,258999
1280000,17,First,1356247,2560000,270601
1280000,17,25%,794701,2560000,377317
1280000,17,Median,1437357,2560000,378366
1280000,18,First,1353355,2560000,288212
1280000,18,25%,810928,2560000,360247
1280000,18,Median,1427068,2560000,353336
1280000,19,First,1355421,2560000,280982
1280000,19,25%,798129,2560000,402937
1280000,19,Median,1437906,2560000,387071
1280000,20,First,1359203,2560000,332266
1280000,20,25%,790438,2560000,360186
1280000,20,Median,1427154,2560000,321646
1280000,21,First,1356103,2560000,243221
1280000,21,25%,786497,2560000,348083
1280000,21,Median,1420320,2560000,340921
1280000,22,First,1355157,2560000,302376
1280000,22,25%,791135,2560000,358269
1280000,22,Median,1428571,2560000,351351
1280000,23,First,1359293,2560000,253033
1280000,23,25%,793282,2560000,338628
1280000,23,Median,1448715,2560000,316207
1280000,24,First,1351685,2560000,178940
1280000,24,25%,779134,2560000,246220
1280000,24,Median,1437748,2560000,277513
1280000,25,First,1356335,2560000,226211
1280000,25,25%,801977,2560000,340608
1280000,25,Median,1425778,2560000,376046
1280000,26,First,1357203,2560000,273606
1280000,26,25%,784322,2560000,366977
1280000,26,Median,1426078,2560000,424419
1280000,27,First,1355753,2560000,293223
1280000,27,25%,786352,2560000,375721
1280000,27,Median,1435136,2560000,401027
1280000,28,First,1359057,2560000,318348
1280000,28,25%,786566,2560000,331488
1280000,28,Median,1431040,2560000,314103
1280000,29,First,1355817,2560000,258417
1280000,29,25%,794870,2560000,328309
1280000,29,Median,1419749,2560000,295253
1280000,30,First,1355399,2560000,293614
1280000,30,25%,793109,2560000,371233
1280000,30,Median,1432372,2560000,402665
1280000,31,First,1356905,2560000,305326
1280000,31,25%,785719,2560000,348722
1280000,31,Median,1431638,2560000,296073
1280000,32,First,1354543,2560000,172536
1280000,32,25%,782212,2560000,243152
1280000,32,Median,1423983,2560000,339422
1280000,33,First,1358627,2560000,199796
1280000,33,25%,795070,2560000,254921
1280000,33,Median,1432795,2560000,269823
1280000,34,First,1358809,2560000,164213
1280000,34,25%,807262,2560000,360201
1280000,34,Median,1432942,2560000,322609
1280000,35,First,1355227,2560000,228484
1280000,35,25%,792418,2560000,289123
1280000,35,Median,1435823,2560000,314437
1280000,36,First,1356089,2560000,147564
1280000,36,25%,788072,2560000,247325
1280000,36,Median,1431126,2560000,177254
1280000,37,First,1357263,2560000,171324
1280000,37,25%,787622,2560000,189048
1280000,37,Median,1431990,2560000,239103
1280000,38,First,1354491,2560000,123134
1280000,38,25%,799529,2560000,194633
1280000,38,Median,1435667,2560000,196637
1280000,39,First,1353947,2560000,148562
1280000,39,25%,796376,2560000,212624
1280000,39,Median,1439897,2560000,169197
1280000,40,First,1356631,2560000,125405
1280000,40,25%,782615,2560000,172465
1280000,40,Median,1419373,2560000,182021
1280000,41,First,1357723,2560000,137518
1280000,41,25%,785449,2560000,196088
1280000,41,Median,1439341,2560000,234811
1280000,42,First,1356725,2560000,199818
1280000,42,25%,788337,2560000,171336
1280000,42,Median,1438871,2560000,252647
1280000,43,First,1355585,2560000,122243
1280000,43,25%,791876,2560000,198023
1280000,43,Median,1441752,2560000,228934
1280000,44,First,1354849,2560000,138225
1280000,44,25%,800541,2560000,169914
1280000,44,Median,1436795,2560000,236598
1280000,45,First,1357723,2560000,164891
1280000,45,25%,789093,2560000,191204
1280000,45,Median,1432462,2560000,243602
1280000,46,First,1352599,2560000,122438
1280000,46,25%,799628,2560000,194804
1280000,46,Median,1430617,2560000,201875
1280000,47,First,1355011,2560000,141316
1280000,47,25%,804779,2560000,169070
1280000,47,Median,1439141,2560000,189506
1280000,48,First,1357449,2560000,153870
1280000,48,25%,791830,2560000,210751
1280000,48,Median,1428254,2560000,226385
1280000,49,First,1355771,2560000,128667
1280000,49,25%,780779,2560000,215216
1280000,49,Median,1432441,2560000,206578
1280000,50,First,1359135,2560000,179101
1280000,50,25%,789343,2560000,216998
1280000,50,Median,1427388,2560000,186682
1280000,51,First,1355261,2560000,136260
1280000,51,25%,800106,2560000,180555
1280000,51,Median,1422066,2560000,170634
1280000,52,First,1354289,2560000,122948
1280000,52,25%,791667,2560000,181737
1280000,52,Median,1435568,2560000,171299
1280000,53,First,1356049,2560000,123527
1280000,53,25%,797660,2560000,216746
1280000,53,Median,1426388,2560000,210155
1280000,54,First,1359217,2560000,149642
1280000,54,25%,788832,2560000,182994
1280000,54,Median,1433655,2560000,178208
1280000,55,First,1357099,2560000,125546
1280000,55,25%,796785,2560000,173057
1280000,55,Median,1434819,2560000,192710
1280000,56,First,1354575,2560000,144963
1280000,56,25%,797671,2560000,176727
1280000,56,Median,1430773,2560000,205149
1280000,57,First,1354725,2560000,215891
1280000,57,25%,789757,2560000,230424
1280000,57,Median,1432969,2560000,183796
1280000,58,First,1354015,2560000,145245
1280000,58,25%,797104,2560000,190062
1280000,58,Median,1435160,2560000,168485
1280000,59,First,1356319,2560000,155062
1280000,59,25%,786318,2560000,201604
1280000,59,Median,1426222,2560000,210154
1280000,60,First,1357167,2560000,141947
1280000,60,25%,785004,2560000,178278
1280000,60,Median,1435596,2560000,227939
1280000,61,First,1358611,2560000,150934
1280000,61,25%,809333,2560000,287268
1280000,61,Median,1419413,2560000,196388
1280000,62,First,1353515,2560000,184074
1280000,62,25%,798997,2560000,210760
1280000,62,Median,1432013,2560000,207415
1280000,63,First,1356177,2560000,195076
1280000,63,25%,801602,2560000,220753
1280000,63,Median,1433676,2560000,177361
1280000,64,First,1355269,2560000,129374
1280000,64,25%,789861,2560000,170440
1280000,64,Median,1435707,2560000,250317
1280000,65,First,1354189,2560000,143343
1280000,65,25%,796645,2560000,169667
1280000,65,Median,1440357,2560000,176180
1280000,66,First,1358215,2560000,157256
1280000,66,25%,797317,2560000,170127
1280000,66,Median,1431315,2560000,173649
1280000,67,First,1359903,2560000,123833
1280000,67,25%,790116,2560000,210670
1280000,67,Median,1437242,2560000,204138
1280000,68,First,1355129,2560000,142581
1280000,68,25%,797553,2560000,287131
1280000,68,Median,1438253,2560000,225064
1280000,69,First,1355517,2560000,123156
1280000,69,25%,779248,2560000,249127
1280000,69,Median,1450271,2560000,219391
1280000,70,First,1355179,2560000,124926
1280000,70,25%,789866,2560000,187987
1280000,70,Median,1419155,2560000,222762
1280000,71,First,1357047,2560000,166041
1280000,71,25%,788483,2560000,239581
1280000,71,Median,1431320,2560000,189887
1280000,72,First,1355081,2560000,127799
1280000,72,25%,800820,2560000,195719
1280000,72,Median,1443728,2560000,185675
1280000,73,First,1355485,2560000,146042
1280000,73,25%,786288,2560000,227859
1280000,73,Median,1437755,2560000,220959
1280000,74,First,1354655,2560000,192887
1280000,74,25%,793342,2560000,222192
1280000,74,Median,1427658,2560000,219700
1280000,75,First,1354569,2560000,159380
1280000,75,25%,788237,2560000,223195
1280000,75,Median,1430814,2560000,215608
1280000,76,First,1357147,2560000,192687
1280000,76,25%,801231,2560000,240481
1280000,76,Median,1427191,2560000,267209
1280000,77,First,1360031,2560000,190814
1280000,77,25%,788651,2560000,295205
1280000,77,Median,1429602,2560000,216080
1280000,78,First,1353281,2560000,158748
1280000,78,25%,792356,2560000,202638
1280000,78,Median,1431970,2560000,185845
1280000,79,First,1354413,2560000,156078
1280000,79,25%,791836,2560000,198795
1280000,79,Median,1437490,2560000,167773
1280000,80,First,1354659,2560000,125462
1280000,80,25%,796067,2560000,168946
1280000,80,Median,1433900,2560000,175127
1280000,81,First,1356893,2560000,147983
1280000,81,25%,788716,2560000,172557
1280000,81,Median,1443087,2560000,214041
1280000,82,First,1356645,2560000,126254
1280000,82,25%,792388,2560000,173973
1280000,82,Median,1429983,2560000,169232
1280000,83,First,1358377,2560000,126829
1280000,83,25%,799171,2560000,194031
1280000,83,Median,1447508,2560000,252325
1280000,84,First,1354595,2560000,127263
1280000,84,25%,779552,2560000,172763
1280000,84,Median,1439538,2560000,196092
1280000,85,First,1353975,2560000,165885
1280000,85,25%,787498,2560000,184272
1280000,85,Median,1445218,2560000,209394
1280000,86,First,1354945,2560000,151281
1280000,86,25%,792716,2560000,177663
1280000,86,Median,1434883,2560000,224438
1280000,87,First,1359487,2560000,144657
1280000,87,25%,796232,2560000,208612
1280000,87,Median,1423500,2560000,199672
1280000,88,First,1353211,2560000,162387
1280000,88,25%,784794,2560000,203263
1280000,88,Median,1431909,2560000,198706
1280000,89,First,1357227,2560000,141125
1280000,89,25%,793484,2560000,223457
1280000,89,Median,1437684,2560000,206540
1280000,90,First,1353919,2560000,121976
1280000,90,25%,794627,2560000,206054
1280000,90,Median,1437747,2560000,225517
1280000,91,First,1351781,2560000,122126
1280000,91,25%,784135,2560000,170836
1280000,91,Median,1423670,2560000,195617
1280000,92,First,1351559,2560000,171373
1280000,92,25%,793876,2560000,255820
1280000,92,Median,1429837,2560000,198417
1280000,93,First,1356865,2560000,123116
1280000,93,25%,794156,2560000,204138
1280000,93,Median,1431883,2560000,205473
1280000,94,First,1360335,2560000,149669
1280000,94,25%,782232,2560000,174528
1280000,94,Median,1444328,2560000,170439
1280000,95,First,1357713,2560000,123923
1280000,95,25%,790309,2560000,220648
1280000,95,Median,1439039,2560000,219112
1280000,96,First,1358439,2560000,135907
1280000,96,25%,795051,2560000,240682
1280000,96,Median,1429520,2560000,183897
1280000,97,First,1357237,2560000,124842
1280000,97,25%,782020,2560000,193535
1280000,97,Median,1433709,2560000,197505
1280000,98,First,1357295,2560000,149649
1280000,98,25%,797665,2560000,223272
1280000,98,Median,1441977,2560000,181682
1280000,99,First,1353363,2560000,191658
1280000,99,25%,793023,2560000,193520
1280000,99,Median,1427472,2560000,196700
1280000,100,First,1353441,2560000,141839
1280000,100,25%,794519,2560000,168371
1280000,100,Median,1429001,2560000,168880
1280000,Average,First,1.35616e+06,2560000,179287
1280000,Average,25%,792572,2560000,241167
1280000,Average,Median,1.43339e+06,2560000,242582
2560000,1,First,2685973,5120000,278168
2560000,1,25%,1541690,5120000,335097
2560000,1,Median,2825146,5120000,393310
2560000,2,First,2687421,5120000,327850
2560000,2,25%,1534925,5120000,398666
2560000,2,Median,2834459,5120000,350389
2560000,3,First,2688005,5120000,312871
2560000,3,25%,1525466,5120000,434139
2560000,3,Median,2807309,5120000,384554
2560000,4,First,2688101,5120000,345157
