ArraySize,Run,Kth,EmpiricalComparisons,ExpectedComparisons,RunningTime(us)
40000,76,First,45351,80000,3135
40000,76,25%,32855,80000,4492
40000,76,Median,50553,80000,4421
40000,77,First,46077,80000,3240
40000,77,25%,32648,80000,4566
40000,77,Median,53236,80000,4498
40000,78,First,45353,80000,3242
40000,78,25%,29503,80000,4561
40000,78,Median,52561,80000,4498
40000,79,First,45331,80000,3262
40000,79,25%,32965,80000,4594
40000,79,Median,53041,80000,4551
40000,80,First,44963,80000,3239
40000,80,25%,29960,80000,4493
40000,80,Median,51422,80000,4629
40000,81,First,45577,80000,3565
40000,81,25%,32990,80000,4566
40000,81,Median,50464,80000,4830
40000,82,First,46147,80000,3223
40000,82,25%,30448,80000,4547
40000,82,Median,51287,80000,4736
40000,83,First,45629,80000,3225
40000,83,25%,31011,80000,4463
40000,83,Median,51472,80000,4722
40000,84,First,45169,80000,3282
40000,84,25%,30925,80000,4590
40000,84,Median,51323,80000,5033
40000,85,First,45729,80000,4046
40000,85,25%,30917,80000,7735
40000,85,Median,51984,80000,6691
40000,86,First,45959,80000,3586
40000,86,25%,30425,80000,5416
40000,86,Median,51282,80000,5423
40000,87,First,45349,80000,3792
40000,87,25%,31743,80000,5500
40000,87,Median,52620,80000,5064
40000,88,First,45025,80000,3928
40000,88,25%,31537,80000,5311
40000,88,Median,51135,80000,5214
40000,89,First,46059,80000,3629
40000,89,25%,33198,80000,5233
40000,89,Median,52239,80000,5015
40000,90,First,45323,80000,3200
40000,90,25%,32369,80000,4340
40000,90,Median,51174,80000,4272
40000,91,First,45799,80000,3258
40000,91,25%,30170,80000,4396
40000,91,Median,51360,80000,4378
40000,92,First,45649,80000,3475
40000,92,25%,30973,80000,4408
40000,92,Median,52320,80000,4472
40000,93,First,45591,80000,3321
40000,93,25%,32006,80000,4578
40000,93,Median,50305,80000,4443
40000,94,First,45521,80000,3321
40000,94,25%,30555,80000,4420
40000,94,Median,51416,80000,4382
40000,95,First,45061,80000,3546
40000,95,25%,30884,80000,4417
40000,95,Median,51632,80000,4425
40000,96,First,45521,80000,3188
40000,96,25%,29732,80000,4366
40000,96,Median,50910,80000,4369
40000,97,First,45789,80000,3209
40000,97,25%,29684,80000,4393
40000,97,Median,51175,80000,4419
40000,98,First,46655,80000,3367
40000,98,25%,30521,80000,4522
40000,98,Median,52020,80000,4391
40000,99,First,45589,80000,3351
40000,99,25%,33032,80000,4426
40000,99,Median,51990,80000,4435
40000,100,First,45139,80000,3197
40000,100,25%,30230,80000,4368
40000,100,Median,51591,80000,4399
40000,Average,First,45620,80000,3372
40000,Average,25%,31325.6,80000,4752
40000,Average,Median,51436.7,80000,4632
80000,1,First,90591,160000,6321
80000,1,25%,58454,160000,8623
80000,1,Median,97626,160000,8438
80000,2,First,89175,160000,6280
80000,2,25%,61688,160000,8779
80000,2,Median,101468,160000,8656
80000,3,First,89425,160000,6232
80000,3,25%,58741,160000,8639
80000,3,Median,98774,160000,8571
80000,4,First,88623,160000,6447
80000,4,25%,58410,160000,8818
80000,4,Median,99241,160000,8826
80000,5,First,90125,160000,6265
80000,5,25%,59679,160000,8740
80000,5,Median,99909,160000,8586
80000,6,First,90333,160000,6290
80000,6,25%,58285,160000,9242
80000,6,Median,98249,160000,8371
80000,7,First,88967,160000,6211
80000,7,25%,57902,160000,9154
80000,7,Median,102158,160000,8904
80000,8,First,89557,160000,6255
80000,8,25%,57576,160000,8488
80000,8,Median,97017,160000,8717
80000,9,First,89015,160000,6184
80000,9,25%,61443,160000,8598
80000,9,Median,103249,160000,8846
80000,10,First,89213,160000,6359
80000,10,25%,60958,160000,8646
80000,10,Median,99927,160000,8709
80000,11,First,89763,160000,6524
80000,11,25%,62745,160000,8758
80000,11,Median,101127,160000,9251
80000,12,First,90665,160000,6276
80000,12,25%,59322,160000,8503
80000,12,Median,99257,160000,8616
80000,13,First,88841,160000,6197
80000,13,25%,58669,160000,8421
80000,13,Median,100697,160000,8827
80000,14,First,88525,160000,6186
80000,14,25%,55663,160000,8517
80000,14,Median,99790,160000,8928
80000,15,First,89623,160000,6346
80000,15,25%,57920,160000,8590
80000,15,Median,99380,160000,8900
80000,16,First,90209,160000,6279
80000,16,25%,58983,160000,8415
80000,16,Median,98841,160000,8636
80000,17,First,89145,160000,6265
80000,17,25%,59403,160000,8455
80000,17,Median,97565,160000,8597
80000,18,First,89637,160000,6333
80000,18,25%,58631,160000,9874
80000,18,Median,97857,160000,8949
80000,19,First,89145,160000,6405
80000,19,25%,57290,160000,9306
80000,19,Median,100293,160000,9257
80000,20,First,90147,160000,6409
80000,20,25%,58798,160000,8815
80000,20,Median,97599,160000,8622
80000,21,First,89595,160000,6444
80000,21,25%,59278,160000,9165
80000,21,Median,101561,160000,9550
80000,22,First,88471,160000,6341
80000,22,25%,59321,160000,8694
80000,22,Median,99014,160000,8741
80000,23,First,89135,160000,6415
80000,23,25%,59791,160000,8953
80000,23,Median,97205,160000,8608
80000,24,First,90335,160000,6453
80000,24,25%,57918,160000,8882
80000,24,Median,97680,160000,8671
80000,25,First,88589,160000,6356
80000,25,25%,59076,160000,8796
80000,25,Median,101056,160000,8649
80000,26,First,89691,160000,6354
80000,26,25%,57303,160000,8954
80000,26,Median,101959,160000,8662
80000,27,First,90409,160000,6326
80000,27,25%,59865,160000,8752
80000,27,Median,99851,160000,8752
80000,28,First,89041,160000,6393
80000,28,25%,59540,160000,8705
80000,28,Median,99818,160000,8608
80000,29,First,89101,160000,6378
80000,29,25%,58779,160000,8971
80000,29,Median,96802,160000,8716
80000,30,First,88997,160000,6333
80000,30,25%,60035,160000,9936
80000,30,Median,97408,160000,8618
80000,31,First,89281,160000,6342
80000,31,25%,59491,160000,8792
80000,31,Median,98789,160000,8661
80000,32,First,89661,160000,6424
80000,32,25%,58217,160000,8857
80000,32,Median,99816,160000,8756
80000,33,First,89495,160000,6465
80000,33,25%,58435,160000,8952
80000,33,Median,97413,160000,8584
80000,34,First,89855,160000,6397
80000,34,25%,58618,160000,9769
80000,34,Median,100668,160000,8799
80000,35,First,88841,160000,6372
80000,35,25%,56650,160000,8795
80000,35,Median,99462,160000,8737
80000,36,First,88797,160000,6349
80000,36,25%,60600,160000,8798
80000,36,Median,98826,160000,8686
80000,37,First,91179,160000,6439
80000,37,25%,60118,160000,8895
80000,37,Median,97009,160000,8610
80000,38,First,89935,160000,6432
80000,38,25%,59141,160000,8925
80000,38,Median,98126,160000,8709
80000,39,First,89325,160000,6323
80000,39,25%,60314,160000,9765
80000,39,Median,100887,160000,8747
80000,40,First,88819,160000,6318
80000,40,25%,60595,160000,8939
80000,40,Median,98050,160000,8550
80000,41,First,89075,160000,6334
80000,41,25%,60168,160000,8861
80000,41,Median,100002,160000,8753
80000,42,First,89287,160000,6379
80000,42,25%,58888,160000,8907
80000,42,Median,99724,160000,8652
80000,43,First,89655,160000,6477
80000,43,25%,57180,160000,8800
80000,43,Median,98690,160000,8674
80000,44,First,89357,160000,6385
80000,44,25%,58983,160000,8916
80000,44,Median,98666,160000,8641
80000,45,First,88823,160000,6460
80000,45,25%,59929,160000,9657
80000,45,Median,99998,160000,8726
80000,46,First,89587,160000,6434
80000,46,25%,58805,160000,8935
80000,46,Median,98444,160000,8753
80000,47,First,89073,160000,6381
80000,47,25%,57657,160000,8902
80000,47,Median,97186,160000,8676
80000,48,First,90137,160000,6386
80000,48,25%,59863,160000,9755
80000,48,Median,98382,160000,8599
80000,49,First,90021,160000,6526
80000,49,25%,58777,160000,9125
80000,49,Median,97559,160000,8568
80000,50,First,89733,160000,6428
80000,50,25%,58587,160000,8732
80000,50,Median,99905,160000,8762
80000,51,First,90401,160000,6451
80000,51,25%,55998,160000,8777
80000,51,Median,98220,160000,8572
80000,52,First,89919,160000,6392
80000,52,25%,58883,160000,9465
80000,52,Median,96822,160000,8684
80000,53,First,89665,160000,6420
80000,53,25%,58692,160000,8837
80000,53,Median,98371,160000,8731
80000,54,First,89295,160000,6379
80000,54,25%,57680,160000,8801
80000,54,Median,98980,160000,8682
80000,55,First,88991,160000,6358
80000,55,25%,56315,160000,9033
80000,55,Median,98744,160000,9580
80000,56,First,89343,160000,6447
80000,56,25%,59808,160000,8895
80000,56,Median,99477,160000,8738
80000,57,First,88881,160000,6355
80000,57,25%,57304,160000,8848
80000,57,Median,98687,160000,8798
80000,58,First,89903,160000,6391
80000,58,25%,57476,160000,8862
80000,58,Median,99408,160000,8765
80000,59,First,89065,160000,6427
80000,59,25%,59042,160000,8848
80000,59,Median,100484,160000,8696
80000,60,First,89793,160000,6522
80000,60,25%,59035,160000,8771
80000,60,Median,99327,160000,8682
80000,61,First,89179,160000,6368
80000,61,25%,55765,160000,8779
80000,61,Median,100787,160000,8817
80000,62,First,89681,160000,6419
80000,62,25%,59105,160000,10028
80000,62,Median,97628,160000,8816
80000,63,First,88531,160000,6368
80000,63,25%,56999,160000,8772
80000,63,Median,100906,160000,8749
80000,64,First,88679,160000,6304
80000,64,25%,58290,160000,8885
80000,64,Median,96140,160000,8687
80000,65,First,90265,160000,6453
80000,65,25%,59310,160000,8763
80000,65,Median,99212,160000,8570
80000,66,First,88889,160000,6443
80000,66,25%,59062,160000,8950
80000,66,Median,98787,160000,8735
80000,67,First,89793,160000,6371
80000,67,25%,60619,160000,9254
80000,67,Median,99304,160000,8758
80000,68,First,88323,160000,6338
80000,68,25%,61004,160000,8881
80000,68,Median,98622,160000,8603
80000,69,First,89783,160000,6430
80000,69,25%,59147,160000,8823
80000,69,Median,98742,160000,8798
80000,70,First,88973,160000,6387
80000,70,25%,57817,160000,8865
80000,70,Median,99837,160000,8710
80000,71,First,89211,160000,6418
80000,71,25%,57922,160000,8764
80000,71,Median,98013,160000,8787
80000,72,First,89141,160000,6487
80000,72,25%,59803,160000,8769
80000,72,Median,99418,160000,8955
80000,73,First,89791,160000,6556
80000,73,25%,58458,160000,8824
80000,73,Median,99112,160000,8771
80000,74,First,88645,160000,6431
80000,74,25%,57636,160000,8677
80000,74,Median,99944,160000,8910
80000,75,First,90729,160000,6591
80000,75,25%,58308,160000,8809
80000,75,Median,98669,160000,9153
80000,76,First,89719,160000,6611
80000,76,25%,60019,160000,9071
80000,76,Median,99895,160000,9136
80000,77,First,88407,160000,6680
80000,77,25%,59584,160000,9259
80000,77,Median,101313,160000,9410
80000,78,First,89833,160000,6811
80000,78,25%,59262,160000,9673
80000,78,Median,100056,160000,8901
80000,79,First,89631,160000,6507
80000,79,25%,58555,160000,9058
80000,79,Median,98140,160000,8992
80000,80,First,89469,160000,6631
80000,80,25%,59224,160000,9364
80000,80,Median,99413,160000,9176
80000,81,First,88013,160000,6692
80000,81,25%,58691,160000,9588
80000,81,Median,100114,160000,9491
80000,82,First,89627,160000,6797
80000,82,25%,58969,160000,9675
80000,82,Median,100933,160000,11382
80000,83,First,89719,160000,8079
80000,83,25%,59012,160000,10253
80000,83,Median,96759,160000,9644
80000,84,First,89053,160000,7153
80000,84,25%,58902,160000,10103
80000,84,Median,100916,160000,12043
80000,85,First,89919,160000,7215
80000,85,25%,59045,160000,9885
80000,85,Median,99126,160000,9942
80000,86,First,89391,160000,7149
80000,86,25%,59312,160000,10314
80000,86,Median,99871,160000,10170
80000,87,First,88629,160000,7295
80000,87,25%,60879,160000,10550
80000,87,Median,98136,160000,10355
80000,88,First,89721,160000,7403
80000,88,25%,59248,160000,10261
80000,88,Median,100059,160000,11277
80000,89,First,89379,160000,7316
80000,89,25%,63643,160000,10562
80000,89,Median,97858,160000,10431
80000,90,First,88879,160000,7469
80000,90,25%,60748,160000,10646
80000,90,Median,99048,160000,10553
80000,91,First,89207,160000,7636
80000,91,25%,57476,160000,10348
80000,91,Median,100796,160000,10392
80000,92,First,90537,160000,7597
80000,92,25%,59911,160000,11405
80000,92,Median,98868,160000,10460
80000,93,First,89749,160000,7596
80000,93,25%,57608,160000,10744
80000,93,Median,97392,160000,11518
80000,94,First,89341,160000,7470
80000,94,25%,59248,160000,10506
80000,94,Median,99909,160000,11757
80000,95,First,90619,160000,7439
80000,95,25%,59786,160000,10123
80000,95,Median,99604,160000,10153
80000,96,First,90061,160000,7353
80000,96,25%,57839,160000,10192
80000,96,Median,99738,160000,10530
80000,97,First,89127,160000,7553
80000,97,25%,58839,160000,10697
80000,97,Median,98839,160000,10494
80000,98,First,89451,160000,7580
80000,98,25%,56467,160000,10431
80000,98,Median,97965,160000,10461
80000,99,First,89147,160000,7482
80000,99,25%,57902,160000,10386
80000,99,Median,99760,160000,10523
80000,100,First,89113,160000,7585
80000,100,25%,61282,160000,11025
80000,100,Median,99119,160000,10738
80000,Average,First,89446.3,160000,6595
80000,Average,25%,58934.1,160000,9233
80000,Average,Median,99172.5,160000,9141
160000,1,First,174971,320000,15236
160000,1,25%,113309,320000,21569
160000,1,Median,191956,320000,20918
160000,2,First,175745,320000,15373
160000,2,25%,110056,320000,21545
160000,2,Median,189067,320000,21568
160000,3,First,176203,320000,16151
160000,3,25%,113061,320000,26069
160000,3,Median,191541,320000,24494
160000,4,First,177011,320000,19150
160000,4,25%,112406,320000,24684
160000,4,Median,195074,320000,24760
160000,5,First,177123,320000,17718
160000,5,25%,109711,320000,24393
160000,5,Median,193144,320000,24348
160000,6,First,177155,320000,17735
160000,6,25%,114169,320000,24479
160000,6,Median,191473,320000,24192
160000,7,First,175333,320000,17569
160000,7,25%,106270,320000,23630
160000,7,Median,191862,320000,22855
160000,8,First,176309,320000,16625
160000,8,25%,110814,320000,22960
160000,8,Median,193164,320000,22871
160000,9,First,177271,320000,17720
160000,9,25%,114336,320000,24299
160000,9,Median,194299,320000,25099
160000,10,First,176495,320000,16785
160000,10,25%,112196,320000,35229
160000,10,Median,193598,320000,56408
160000,11,First,175741,320000,61782
160000,11,25%,113084,320000,37839
160000,11,Median,192403,320000,24763
160000,12,First,175133,320000,20996
160000,12,25%,111491,320000,26458
160000,12,Median,194279,320000,24102
160000,13,First,176065,320000,17026
160000,13,25%,110757,320000,27875
160000,13,Median,187715,320000,40012
160000,14,First,175099,320000,24507
160000,14,25%,115496,320000,32720
160000,14,Median,191588,320000,33693
160000,15,First,175191,320000,22982
160000,15,25%,109061,320000,31503
160000,15,Median,193342,320000,30540
160000,16,First,175603,320000,22204
160000,16,25%,115482,320000,29435
160000,16,Median,191726,320000,29391
160000,17,First,177277,320000,21514
160000,17,25%,112159,320000,27144
160000,17,Median,190138,320000,27021
160000,18,First,175649,320000,19808
160000,18,25%,112138,320000,26268
160000,18,Median,195657,320000,29955
160000,19,First,176139,320000,50553
160000,19,25%,114599,320000,48577
160000,19,Median,196721,320000,45088
160000,20,First,175241,320000,21329
160000,20,25%,112784,320000,52107
160000,20,Median,193006,320000,64969
160000,21,First,174917,320000,25343
160000,21,25%,112228,320000,52864
160000,21,Median,196288,320000,59647
160000,22,First,176047,320000,25852
160000,22,25%,113971,320000,41682
160000,22,Median,192158,320000,37589
160000,23,First,176083,320000,30226
160000,23,25%,111601,320000,45077
160000,23,Median,193967,320000,44571
160000,24,First,175237,320000,28314
160000,24,25%,109576,320000,32438
160000,24,Median,191498,320000,42711
160000,25,First,176631,320000,18821
160000,25,25%,111192,320000,27886
160000,25,Median,194130,320000,48971
160000,26,First,175727,320000,32675
160000,26,25%,109107,320000,40281
160000,26,Median,192446,320000,22430
160000,27,First,176307,320000,16270
160000,27,25%,111169,320000,31568
160000,27,Median,194190,320000,42266
160000,28,First,176979,320000,38289
160000,28,25%,109788,320000,46714
160000,28,Median,192189,320000,50546
160000,29,First,177107,320000,26742
160000,29,25%,113250,320000,31201
160000,29,Median,193291,320000,47667
160000,30,First,175797,320000,23671
160000,30,25%,111611,320000,29867
160000,30,Median,194864,320000,32352
160000,31,First,176281,320000,34489
160000,31,25%,109540,320000,31212
160000,31,Median,190558,320000,31220
160000,32,First,176807,320000,21097
160000,32,25%,110954,320000,33069
160000,32,Median,195179,320000,29776
160000,33,First,175547,320000,20020
160000,33,25%,114375,320000,43438
160000,33,Median,192498,320000,37167
160000,34,First,175879,320000,34851
160000,34,25%,109984,320000,49585
160000,34,Median,192727,320000,43074
160000,35,First,175937,320000,16270
160000,35,25%,109533,320000,43687
160000,35,Median,189244,320000,45030
160000,36,First,177035,320000,22310
160000,36,25%,110868,320000,44468
160000,36,Median,189671,320000,30268
160000,37,First,177733,320000,18433
160000,37,25%,108740,320000,23688
160000,37,Median,191859,320000,28821
160000,38,First,174807,320000,25847
160000,38,25%,114475,320000,31689
160000,38,Median,190875,320000,46733
160000,39,First,176267,320000,16240
160000,39,25%,109216,320000,29209
160000,39,Median,193571,320000,24074
160000,40,First,176327,320000,34342
160000,40,25%,110736,320000,34056
160000,40,Median,192286,320000,27544
160000,41,First,176585,320000,21578
160000,41,25%,112532,320000,23008
160000,41,Median,190577,320000,27187
160000,42,First,175965,320000,19640
160000,42,25%,115015,320000,39469
160000,42,Median,193447,320000,46468
160000,43,First,176689,320000,16303
160000,43,25%,110885,320000,23528
160000,43,Median,189456,320000,27716
160000,44,First,175809,320000,18452
160000,44,25%,108830,320000,24054
160000,44,Median,189056,320000,22678
160000,45,First,175883,320000,19157
160000,45,25%,112865,320000,36416
160000,45,Median,191628,320000,28411
160000,46,First,176683,320000,27543
160000,46,25%,108690,320000,35018
160000,46,Median,187430,320000,22589
160000,47,First,175465,320000,20609
160000,47,25%,108290,320000,49690
160000,47,Median,195163,320000,47780
160000,48,First,174133,320000,21630
160000,48,25%,114373,320000,51689
160000,48,Median,196134,320000,24246
160000,49,First,174831,320000,25107
160000,49,25%,112013,320000,24967
160000,49,Median,188087,320000,31352
160000,50,First,174963,320000,17500
160000,50,25%,112482,320000,22627
160000,50,Median,191529,320000,22509
160000,51,First,175853,320000,16092
160000,51,25%,114575,320000,22578
160000,51,Median,190082,320000,22355
160000,52,First,177313,320000,25523
160000,52,25%,110835,320000,23238
160000,52,Median,189984,320000,22811
160000,53,First,176377,320000,16283
160000,53,25%,108449,320000,22723
160000,53,Median,189124,320000,23268
160000,54,First,175171,320000,17169
160000,54,25%,113350,320000,24179
160000,54,Median,187813,320000,24229
160000,55,First,176233,320000,17877
160000,55,25%,109077,320000,27071
160000,55,Median,190634,320000,25985
160000,56,First,175537,320000,19338
160000,56,25%,109610,320000,24323
160000,56,Median,190379,320000,25511
160000,57,First,176183,320000,17957
160000,57,25%,108986,320000,23269
160000,57,Median,189986,320000,24502
160000,58,First,175063,320000,27260
160000,58,25%,110292,320000,25111
160000,58,Median,191890,320000,32386
160000,59,First,176247,320000,17066
160000,59,25%,112249,320000,26847
160000,59,Median,193602,320000,27965
160000,60,First,175937,320000,20889
160000,60,25%,110133,320000,44094
160000,60,Median,193611,320000,37015
160000,61,First,175565,320000,18088
160000,61,25%,110949,320000,28078
160000,61,Median,193518,320000,22393
160000,62,First,176081,320000,19869
160000,62,25%,114708,320000,28249
160000,62,Median,189136,320000,29328
160000,63,First,177467,320000,19107
160000,63,25%,109704,320000,23290
160000,63,Median,192257,320000,26104
160000,64,First,175813,320000,28667
160000,64,25%,113004,320000,46346
160000,64,Median,187882,320000,24481
160000,65,First,176249,320000,16292
160000,65,25%,113970,320000,21841
160000,65,Median,191448,320000,22627
160000,66,First,176255,320000,16437
160000,66,25%,112071,320000,23671
160000,66,Median,190802,320000,23739
160000,67,First,174933,320000,16377
160000,67,25%,108022,320000,26980
160000,67,Median,191013,320000,23130
160000,68,First,175089,320000,27439
160000,68,25%,114684,320000,23870
160000,68,Median,192493,320000,37328
160000,69,First,175997,320000,16082
160000,69,25%,111283,320000,23128
160000,69,Median,191738,320000,26380
160000,70,First,176111,320000,22095
160000,70,25%,115369,320000,22876
160000,70,Median,193298,320000,21855
160000,71,First,177187,320000,33388
160000,71,25%,109918,320000,25202
160000,71,Median,192552,320000,22199
160000,72,First,176191,320000,16236
160000,72,25%,113953,320000,22308
160000,72,Median,193158,320000,36934
160000,73,First,176391,320000,26506
160000,73,25%,112701,320000,39352
160000,73,Median,191558,320000,22273
160000,74,First,176801,320000,16328
160000,74,25%,109174,320000,22179
160000,74,Median,191099,320000,22777
160000,75,First,175949,320000,15972
160000,75,25%,112391,320000,48723
160000,75,Median,197503,320000,23888
160000,76,First,176379,320000,15999
160000,76,25%,110511,320000,22175
160000,76,Median,191444,320000,24779
160000,77,First,174477,320000,16060
160000,77,25%,111450,320000,36193
160000,77,Median,190282,320000,33411
160000,78,First,175791,320000,16081
160000,78,25%,110367,320000,22049
160000,78,Median,191061,320000,35258
160000,79,First,176379,320000,18134
160000,79,25%,110564,320000,42130
160000,79,Median,193325,320000,33081
160000,80,First,175707,320000,16157
160000,80,25%,111085,320000,22576
160000,80,Median,191653,320000,24644
160000,81,First,177439,320000,16402
160000,81,25%,107310,320000,22338
160000,81,Median,189308,320000,22331
160000,82,First,175471,320000,16207
160000,82,25%,114933,320000,24582
160000,82,Median,193932,320000,22366
160000,83,First,176147,320000,27837
160000,83,25%,110956,320000,34218
160000,83,Median,192599,320000,22257
160000,84,First,175623,320000,16253
160000,84,25%,111999,320000,22697
160000,84,Median,193055,320000,22503
160000,85,First,174995,320000,16174
160000,85,25%,114738,320000,22454
160000,85,Median,191364,320000,36147
160000,86,First,175075,320000,16774
160000,86,25%,113606,320000,23262
160000,86,Median,193654,320000,23408
160000,87,First,175529,320000,15760
160000,87,25%,113964,320000,22772
160000,87,Median,192218,320000,23637
160000,88,First,175953,320000,16305
160000,88,25%,109917,320000,22256
160000,88,Median,190017,320000,22336
160000,89,First,175103,320000,16397
160000,89,25%,115002,320000,48415
160000,89,Median,192402,320000,25005
160000,90,First,177289,320000,16123
160000,90,25%,115212,320000,22646
160000,90,Median,189238,320000,22304
160000,91,First,175619,320000,16487
160000,91,25%,109460,320000,21386
160000,91,Median,191716,320000,22802
160000,92,First,176079,320000,15924
160000,92,25%,112449,320000,22490
160000,92,Median,188391,320000,20854
160000,93,First,176259,320000,16250
160000,93,25%,113975,320000,22438
160000,93,Median,194040,320000,22218
160000,94,First,176349,320000,16088
160000,94,25%,109183,320000,22147
160000,94,Median,193875,320000,21828
160000,95,First,175275,320000,16193
160000,95,25%,115052,320000,22547
160000,95,Median,192636,320000,22323
160000,96,First,175763,320000,16163
160000,96,25%,112762,320000,22475
160000,96,Median,194388,320000,22687
160000,97,First,176451,320000,16268
160000,97,25%,113210,320000,25339
160000,97,Median,188368,320000,22219
160000,98,First,177501,320000,16182
160000,98,25%,109791,320000,21770
160000,98,Median,189974,320000,21074
160000,99,First,175887,320000,16163
160000,99,25%,112172,320000,27123
160000,99,Median,191033,320000,22351
160000,100,First,175419,320000,16163
160000,100,25%,111391,320000,26324
160000,100,Median,193244,320000,22178
160000,Average,First,176012,320000,20932
160000,Average,25%,111718,320000,29972
160000,Average,Median,191975,320000,29559
320000,1,First,348243,640000,33390
320000,1,25%,213691,640000,43860
320000,1,Median,376298,640000,43788
320000,2,First,348927,640000,45865
320000,2,25%,214680,640000,58532
320000,2,Median,367193,640000,42443
320000,3,First,346107,640000,44509
320000,3,25%,213276,640000,65508
320000,3,Median,372172,640000,43313
320000,4,First,346219,640000,31482
320000,4,25%,214728,640000,43532
320000,4,Median,370788,640000,43474
320000,5,First,348009,640000,31731
320000,5,25%,214743,640000,44435
320000,5,Median,372325,640000,55263
320000,6,First,347021,640000,31763
320000,6,25%,212521,640000,48406
320000,6,Median,370879,640000,60388
320000,7,First,344737,640000,35487
320000,7,25%,215377,640000,53129
320000,7,Median,374930,640000,44546
320000,8,First,348933,640000,31777
320000,8,25%,215895,640000,66465
320000,8,Median,368165,640000,64976
320000,9,First,346451,640000,31928
320000,9,25%,208319,640000,44090
320000,9,Median,373774,640000,66474
320000,10,First,347253,640000,34467
320000,10,25%,213757,640000,45052
320000,10,Median,377134,640000,43526
320000,11,First,347213,640000,32313
320000,11,25%,216803,640000,44620
320000,11,Median,373433,640000,44883
320000,12,First,346125,640000,44505
320000,12,25%,212143,640000,49431
320000,12,Median,368319,640000,44309
320000,13,First,347493,640000,33048
320000,13,25%,216201,640000,68069
320000,13,Median,374096,640000,49790
320000,14,First,347469,640000,31931
320000,14,25%,215807,640000,65555
320000,14,Median,375815,640000,55569
320000,15,First,345511,640000,33380
320000,15,25%,212717,640000,43727
320000,15,Median,376362,640000,43485
320000,16,First,346097,640000,32205
320000,16,25%,211149,640000,43373
320000,16,Median,374491,640000,67969
320000,17,First,347209,640000,31704
320000,17,25%,212574,640000,45071
320000,17,Median,374484,640000,44163
320000,18,First,347373,640000,41138
320000,18,25%,215077,640000,62944
320000,18,Median,373327,640000,45212
320000,19,First,346295,640000,66715
320000,19,25%,216243,640000,45901
320000,19,Median,367444,640000,43718
320000,20,First,345551,640000,30438
320000,20,25%,210178,640000,43555
320000,20,Median,380393,640000,58298
320000,21,First,348213,640000,33795
320000,21,25%,211338,640000,52746
320000,21,Median,371487,640000,48372
320000,22,First,347469,640000,34215
320000,22,25%,218057,640000,44791
320000,22,Median,376082,640000,46076
320000,23,First,347513,640000,38631
320000,23,25%,212244,640000,51505
320000,23,Median,374567,640000,64652
320000,24,First,347195,640000,52637
320000,24,25%,216777,640000,66647
320000,24,Median,375229,640000,76633
320000,25,First,348901,640000,60232
320000,25,25%,216902,640000,82913
320000,25,Median,378363,640000,84076
320000,26,First,346585,640000,91508
320000,26,25%,208888,640000,113707
320000,26,Median,374716,640000,144712
320000,27,First,345285,640000,57377
320000,27,25%,210506,640000,100216
320000,27,Median,376218,640000,107239
320000,28,First,346533,640000,85515
320000,28,25%,212757,640000,127317
320000,28,Median,372894,640000,116263
320000,29,First,348253,640000,32334
320000,29,25%,212610,640000,65626
320000,29,Median,378953,640000,77541
320000,30,First,347649,640000,88370
320000,30,25%,217393,640000,99488
320000,30,Median,372379,640000,71802
320000,31,First,346077,640000,41274
320000,31,25%,216586,640000,76635
320000,31,Median,372855,640000,74403
320000,32,First,347841,640000,71745
320000,32,25%,216239,640000,95017
320000,32,Median,377803,640000,78716
320000,33,First,347565,640000,32267
320000,33,25%,215521,640000,60395
320000,33,Median,373419,640000,76992
320000,34,First,347471,640000,46719
320000,34,25%,213826,640000,63295
320000,34,Median,375505,640000,90488
320000,35,First,346603,640000,35558
320000,35,25%,214275,640000,74001
320000,35,Median,377548,640000,109884
320000,36,First,346651,640000,74380
320000,36,25%,213804,640000,134758
320000,36,Median,371286,640000,111804
320000,37,First,347637,640000,97859
320000,37,25%,219172,640000,139527
320000,37,Median,372260,640000,118616
320000,38,First,345433,640000,56671
320000,38,25%,213339,640000,88427
320000,38,Median,379047,640000,82646
320000,39,First,346427,640000,43083
320000,39,25%,215081,640000,52102
320000,39,Median,375106,640000,58427
320000,40,First,344741,640000,40407
320000,40,25%,216942,640000,88950
320000,40,Median,373591,640000,83666
320000,41,First,346519,640000,37178
320000,41,25%,217619,640000,49777
320000,41,Median,374025,640000,43676
320000,42,First,347775,640000,50653
320000,42,25%,210441,640000,47188
320000,42,Median,372645,640000,80514
320000,43,First,346777,640000,65501
320000,43,25%,215190,640000,59497
320000,43,Median,372355,640000,75135
320000,44,First,348387,640000,33035
320000,44,25%,213470,640000,47935
320000,44,Median,372038,640000,52692
320000,45,First,346539,640000,33958
320000,45,25%,213942,640000,50154
320000,45,Median,373736,640000,48417
320000,46,First,347687,640000,32248
320000,46,25%,211976,640000,43828
320000,46,Median,372257,640000,44062
320000,47,First,346493,640000,31644
320000,47,25%,209919,640000,43520
320000,47,Median,375972,640000,43508
320000,48,First,347361,640000,50087
320000,48,25%,217640,640000,44218
320000,48,Median,378218,640000,44067
320000,49,First,347061,640000,58663
320000,49,25%,218833,640000,50989
320000,49,Median,373882,640000,44346
320000,50,First,347061,640000,36390
320000,50,25%,211917,640000,42774
320000,50,Median,377532,640000,43704
320000,51,First,346623,640000,62489
320000,51,25%,210932,640000,56800
