ArraySize,Run,Kth,EmpiricalComparisons,ExpectedComparisons,RunningTime(us)
40000,93,First,74222,135440,462
40000,93,25%,91016,135440,844
40000,93,Median,173108,135440,1187
40000,94,First,40001,135440,276
40000,94,25%,179189,135440,1365
40000,94,Median,105287,135440,914
40000,95,First,65751,135440,421
40000,95,25%,80745,135440,739
40000,95,Median,198821,135440,1276
40000,96,First,2,135440,8
40000,96,25%,163840,135440,1606
40000,96,Median,157070,135440,1099
40000,97,First,2,135440,17
40000,97,25%,153051,135440,1335
40000,97,Median,153867,135440,837
40000,98,First,40000,135440,306
40000,98,25%,195480,135440,1813
40000,98,Median,91968,135440,800
40000,99,First,111759,135440,736
40000,99,25%,144113,135440,1325
40000,99,Median,125612,135440,797
40000,100,First,68381,135440,436
40000,100,25%,85676,135440,811
40000,100,Median,205926,135440,1065
40000,Average,First,33879.8,135440,227
40000,Average,25%,143903,135440,1281
40000,Average,Median,126384,135440,865
80000,1,First,2,270880,8
80000,1,25%,301027,270880,2612
80000,1,Median,348705,270880,1808
80000,2,First,80001,270880,541
80000,2,25%,142843,270880,1241
80000,2,Median,379550,270880,2140
80000,3,First,2,270880,8
80000,3,25%,309550,270880,2430
80000,3,Median,303065,270880,1568
80000,4,First,80002,270880,642
80000,4,25%,230206,270880,1538
80000,4,Median,201415,270880,1252
80000,5,First,2,270880,8
80000,5,25%,268227,270880,2021
80000,5,Median,191353,270880,1230
80000,6,First,80000,270880,577
80000,6,25%,382420,270880,2156
80000,6,Median,316856,270880,1652
80000,7,First,3,270880,17
80000,7,25%,211791,270880,1953
80000,7,Median,240239,270880,1522
80000,8,First,2,270880,8
80000,8,25%,324274,270880,2389
80000,8,Median,284430,270880,1370
80000,9,First,2,270880,16
80000,9,25%,182259,270880,1495
80000,9,Median,228303,270880,1816
80000,10,First,2,270880,16
80000,10,25%,261262,270880,1930
80000,10,Median,125811,270880,744
80000,11,First,2,270880,17
80000,11,25%,238745,270880,1938
80000,11,Median,163268,270880,1091
80000,12,First,2,270880,8
80000,12,25%,425287,270880,3230
80000,12,Median,302094,270880,1778
80000,13,First,2,270880,8
80000,13,25%,314277,270880,2672
80000,13,Median,161463,270880,1161
80000,14,First,2,270880,8
80000,14,25%,361469,270880,2730
80000,14,Median,380861,270880,2235
80000,15,First,80002,270880,417
80000,15,25%,355956,270880,2500
80000,15,Median,223279,270880,989
80000,16,First,2,270880,8
80000,16,25%,303858,270880,2520
80000,16,Median,317800,270880,1573
80000,17,First,135062,270880,829
80000,17,25%,324001,270880,2221
80000,17,Median,176101,270880,683
80000,18,First,3,270880,17
80000,18,25%,259287,270880,2154
80000,18,Median,514026,270880,2630
80000,19,First,2,270880,8
80000,19,25%,322743,270880,2486
80000,19,Median,130664,270880,854
80000,20,First,214119,270880,1268
80000,20,25%,231097,270880,1566
80000,20,Median,156823,270880,906
80000,21,First,80000,270880,574
80000,21,25%,331653,270880,2006
80000,21,Median,149188,270880,624
80000,22,First,172210,270880,1048
80000,22,25%,159955,270880,1101
80000,22,Median,295773,270880,1557
80000,23,First,2,270880,20
80000,23,25%,242674,270880,2123
80000,23,Median,191357,270880,1162
80000,24,First,3,270880,17
80000,24,25%,278578,270880,2435
80000,24,Median,278943,270880,1564
80000,25,First,2,270880,8
80000,25,25%,272328,270880,2291
80000,25,Median,211613,270880,1014
80000,26,First,3,270880,17
80000,26,25%,275744,270880,2244
80000,26,Median,293925,270880,1494
80000,27,First,3,270880,17
80000,27,25%,390167,270880,3006
80000,27,Median,307274,270880,1554
80000,28,First,80001,270880,419
80000,28,25%,298403,270880,2454
80000,28,Median,190547,270880,1220
80000,29,First,2,270880,17
80000,29,25%,304854,270880,2246
80000,29,Median,307482,270880,1517
80000,30,First,2,270880,8
80000,30,25%,272496,270880,2262
80000,30,Median,418345,270880,2019
80000,31,First,2,270880,16
80000,31,25%,203365,270880,2055
80000,31,Median,313641,270880,1851
80000,32,First,80002,270880,471
80000,32,25%,287579,270880,2420
80000,32,Median,139766,270880,609
80000,33,First,2,270880,8
80000,33,25%,213224,270880,2167
80000,33,Median,283574,270880,2057
80000,34,First,3,270880,17
80000,34,25%,312514,270880,2720
80000,34,Median,187952,270880,1224
80000,35,First,2,270880,8
80000,35,25%,183668,270880,2087
80000,35,Median,251178,270880,1581
80000,36,First,2,270880,17
80000,36,25%,295113,270880,2337
80000,36,Median,195951,270880,1222
80000,37,First,80001,270880,573
80000,37,25%,161439,270880,1327
80000,37,Median,239657,270880,1271
80000,38,First,80002,270880,477
80000,38,25%,266538,270880,2124
80000,38,Median,278781,270880,1288
80000,39,First,2,270880,17
80000,39,25%,301371,270880,2369
80000,39,Median,193164,270880,998
80000,40,First,2,270880,8
80000,40,25%,356230,270880,2594
80000,40,Median,381850,270880,2098
80000,41,First,3,270880,17
80000,41,25%,425166,270880,3131
80000,41,Median,176897,270880,996
80000,42,First,2,270880,8
80000,42,25%,506775,270880,3416
80000,42,Median,279496,270880,1386
80000,43,First,2,270880,17
80000,43,25%,388376,270880,2829
80000,43,Median,228301,270880,1255
80000,44,First,144627,270880,928
80000,44,25%,240668,270880,2110
80000,44,Median,221886,270880,1123
80000,45,First,80002,270880,477
80000,45,25%,316707,270880,2086
80000,45,Median,191015,270880,1122
80000,46,First,2,270880,17
80000,46,25%,243046,270880,2132
80000,46,Median,323219,270880,1651
80000,47,First,2,270880,17
80000,47,25%,440353,270880,3318
80000,47,Median,275848,270880,1327
80000,48,First,80002,270880,454
80000,48,25%,456747,270880,3280
80000,48,Median,230942,270880,1150
80000,49,First,2,270880,9
80000,49,25%,278727,270880,2487
80000,49,Median,240678,270880,1214
80000,50,First,2,270880,8
80000,50,25%,512717,270880,3431
80000,50,Median,238440,270880,1476
80000,51,First,136886,270880,891
80000,51,25%,303963,270880,1801
80000,51,Median,212613,270880,925
80000,52,First,2,270880,17
80000,52,25%,314993,270880,2596
80000,52,Median,287638,270880,1833
80000,53,First,2,270880,17
80000,53,25%,242895,270880,2134
80000,53,Median,343884,270880,1823
80000,54,First,181689,270880,1212
80000,54,25%,218706,270880,1423
80000,54,Median,158037,270880,972
80000,55,First,3,270880,17
80000,55,25%,231194,270880,2149
80000,55,Median,225929,270880,1368
80000,56,First,2,270880,9
80000,56,25%,286573,270880,2163
80000,56,Median,332950,270880,1964
80000,57,First,80000,270880,492
80000,57,25%,284929,270880,2258
80000,57,Median,362426,270880,1876
80000,58,First,3,270880,17
80000,58,25%,307033,270880,2231
80000,58,Median,277363,270880,1488
80000,59,First,2,270880,9
80000,59,25%,115121,270880,954
80000,59,Median,216997,270880,1596
80000,60,First,2,270880,18
80000,60,25%,255938,270880,2048
80000,60,Median,411217,270880,2290
80000,61,First,2,270880,20
80000,61,25%,172574,270880,1557
80000,61,Median,230125,270880,1629
80000,62,First,143865,270880,904
80000,62,25%,280594,270880,1957
80000,62,Median,194578,270880,970
80000,63,First,2,270880,17
80000,63,25%,303306,270880,2184
80000,63,Median,202284,270880,1213
80000,64,First,160850,270880,1064
80000,64,25%,307589,270880,2111
80000,64,Median,425674,270880,1815
80000,65,First,2,270880,17
80000,65,25%,192594,270880,1685
80000,65,Median,202269,270880,1253
80000,66,First,3,270880,17
80000,66,25%,403848,270880,3142
80000,66,Median,283344,270880,1785
80000,67,First,204386,270880,1285
80000,67,25%,165490,270880,1340
80000,67,Median,297000,270880,1657
80000,68,First,156265,270880,1016
80000,68,25%,293060,270880,1895
80000,68,Median,230487,270880,1583
80000,69,First,80001,270880,459
80000,69,25%,374532,270880,2941
80000,69,Median,297410,270880,1478
80000,70,First,175568,270880,1204
80000,70,25%,230118,270880,1449
80000,70,Median,219125,270880,1328
80000,71,First,3,270880,17
80000,71,25%,311737,270880,2754
80000,71,Median,301412,270880,1923
80000,72,First,2,270880,17
80000,72,25%,389197,270880,2940
80000,72,Median,337523,270880,1678
80000,73,First,2,270880,17
80000,73,25%,301787,270880,2276
80000,73,Median,272111,270880,1243
80000,74,First,149763,270880,964
80000,74,25%,242694,270880,1507
80000,74,Median,347595,270880,1717
80000,75,First,3,270880,17
80000,75,25%,364355,270880,2798
80000,75,Median,260197,270880,1893
80000,76,First,3,270880,20
80000,76,25%,221646,270880,2016
80000,76,Median,211625,270880,988
80000,77,First,2,270880,8
80000,77,25%,272221,270880,2389
80000,77,Median,257678,270880,1646
80000,78,First,80001,270880,489
80000,78,25%,334593,270880,2442
80000,78,Median,259283,270880,1695
80000,79,First,3,270880,17
80000,79,25%,417094,270880,3113
80000,79,Median,266817,270880,1219
80000,80,First,2,270880,17
80000,80,25%,218543,270880,1710
80000,80,Median,236238,270880,1599
80000,81,First,3,270880,17
80000,81,25%,399123,270880,3251
80000,81,Median,326286,270880,1360
80000,82,First,2,270880,17
80000,82,25%,216875,270880,1895
80000,82,Median,148316,270880,778
80000,83,First,152981,270880,873
80000,83,25%,256999,270880,1982
80000,83,Median,404198,270880,2230
80000,84,First,3,270880,19
80000,84,25%,216295,270880,2736
80000,84,Median,286741,270880,3119
80000,85,First,2,270880,19
80000,85,25%,146327,270880,2319
80000,85,Median,379143,270880,7067
80000,86,First,198510,270880,1595
80000,86,25%,232659,270880,1892
80000,86,Median,196598,270880,3848
80000,87,First,2,270880,25
80000,87,25%,447996,270880,4717
80000,87,Median,203151,270880,1442
80000,88,First,2,270880,23
80000,88,25%,410884,270880,3933
80000,88,Median,168464,270880,1255
80000,89,First,80001,270880,820
80000,89,25%,226806,270880,2003
80000,89,Median,157885,270880,1297
80000,90,First,2,270880,11
80000,90,25%,265858,270880,3080
80000,90,Median,346705,270880,2399
80000,91,First,80001,270880,637
80000,91,25%,365770,270880,3099
80000,91,Median,279838,270880,2447
80000,92,First,104755,270880,911
80000,92,25%,219180,270880,2151
80000,92,Median,198643,270880,1677
80000,93,First,80001,270880,602
80000,93,25%,339950,270880,2958
80000,93,Median,302314,270880,1965
80000,94,First,2,270880,23
80000,94,25%,223723,270880,2168
80000,94,Median,187769,270880,1407
80000,95,First,2,270880,11
80000,95,25%,359615,270880,3537
80000,95,Median,234780,270880,1947
80000,96,First,2,270880,11
80000,96,25%,290480,270880,3135
80000,96,Median,214482,270880,1611
80000,97,First,80002,270880,673
80000,97,25%,203767,270880,1645
80000,97,Median,218920,270880,1492
80000,98,First,2,270880,22
80000,98,25%,569715,270880,4842
80000,98,Median,130414,270880,789
80000,99,First,80001,270880,544
80000,99,25%,255372,270880,2724
80000,99,Median,269720,270880,1419
80000,100,First,2,270880,23
80000,100,25%,313243,270880,2750
80000,100,Median,179207,270880,1298
80000,Average,First,39517.1,270880,272
80000,Average,25%,292873,270880,2371
80000,Average,Median,256582,270880,1569
160000,1,First,318553,541760,2154
160000,1,25%,549284,541760,4620
160000,1,Median,600654,541760,3416
160000,2,First,2,541760,22
160000,2,25%,632421,541760,5794
160000,2,Median,588293,541760,3402
160000,3,First,160001,541760,1325
160000,3,25%,524107,541760,3876
160000,3,Median,440929,541760,2721
160000,4,First,160000,541760,1188
160000,4,25%,774097,541760,6187
160000,4,Median,397522,541760,2991
160000,5,First,250390,541760,2380
160000,5,25%,497765,541760,3143
160000,5,Median,303728,541760,1788
160000,6,First,290966,541760,2154
160000,6,25%,741884,541760,5506
160000,6,Median,542495,541760,3323
160000,7,First,297813,541760,2608
160000,7,25%,629983,541760,5354
160000,7,Median,574329,541760,3854
160000,8,First,2,541760,13
160000,8,25%,612333,541760,6233
160000,8,Median,442993,541760,3120
160000,9,First,2,541760,31
160000,9,25%,360758,541760,4158
160000,9,Median,580268,541760,5130
160000,10,First,160001,541760,1725
160000,10,25%,352962,541760,3524
160000,10,Median,316764,541760,2724
160000,11,First,160001,541760,1567
160000,11,25%,453484,541760,4168
160000,11,Median,438207,541760,3278
160000,12,First,3,541760,24
160000,12,25%,574641,541760,5527
160000,12,Median,304902,541760,2217
160000,13,First,2,541760,25
160000,13,25%,640306,541760,6093
160000,13,Median,696903,541760,4917
160000,14,First,160001,541760,1105
160000,14,25%,677403,541760,6028
160000,14,Median,705489,541760,4417
160000,15,First,2,541760,23
160000,15,25%,764746,541760,5990
160000,15,Median,540136,541760,3158
160000,16,First,2,541760,11
160000,16,25%,362788,541760,3643
160000,16,Median,449677,541760,3199
160000,17,First,319746,541760,2498
160000,17,25%,432051,541760,3922
160000,17,Median,353677,541760,2276
160000,18,First,513250,541760,4041
160000,18,25%,604750,541760,3931
160000,18,Median,541323,541760,2242
160000,19,First,344447,541760,2855
160000,19,25%,322337,541760,2607
160000,19,Median,360062,541760,3997
160000,20,First,304587,541760,2250
160000,20,25%,708409,541760,5397
160000,20,Median,456767,541760,3103
160000,21,First,311728,541760,2198
160000,21,25%,794901,541760,5636
160000,21,Median,523752,541760,2507
160000,22,First,2,541760,36
160000,22,25%,535605,541760,7744
160000,22,Median,511640,541760,5158
160000,23,First,160001,541760,1752
160000,23,25%,790737,541760,10466
160000,23,Median,617530,541760,4576
160000,24,First,2,541760,18
160000,24,25%,711981,541760,9116
160000,24,Median,630564,541760,4995
160000,25,First,160001,541760,1697
160000,25,25%,759804,541760,8360
160000,25,Median,589297,541760,4487
160000,26,First,2,541760,31
160000,26,25%,488473,541760,6407
160000,26,Median,667181,541760,4848
160000,27,First,2,541760,15
160000,27,25%,497717,541760,6419
160000,27,Median,360179,541760,3559
160000,28,First,160000,541760,2446
160000,28,25%,650543,541760,8032
160000,28,Median,742261,541760,5752
160000,29,First,2,541760,15
160000,29,25%,705533,541760,6858
160000,29,Median,600055,541760,4504
160000,30,First,160001,541760,1301
160000,30,25%,1033444,541760,8478
160000,30,Median,328264,541760,3032
160000,31,First,2,541760,24
160000,31,25%,646132,541760,6613
160000,31,Median,399277,541760,4532
160000,32,First,2,541760,13
160000,32,25%,713410,541760,6632
160000,32,Median,423604,541760,2147
160000,33,First,3,541760,23
160000,33,25%,422412,541760,4484
160000,33,Median,656810,541760,4224
160000,34,First,266759,541760,2113
160000,34,25%,679451,541760,4946
160000,34,Median,480909,541760,2633
160000,35,First,160001,541760,1140
160000,35,25%,359803,541760,2591
160000,35,Median,460226,541760,3877
160000,36,First,160001,541760,1407
160000,36,25%,463273,541760,4653
160000,36,Median,387603,541760,2776
160000,37,First,345520,541760,3035
160000,37,25%,252693,541760,1905
160000,37,Median,693642,541760,3673
160000,38,First,446966,541760,3872
160000,38,25%,710110,541760,4322
160000,38,Median,628640,541760,2683
160000,39,First,160001,541760,1202
160000,39,25%,571538,541760,4843
160000,39,Median,429443,541760,3054
160000,40,First,272327,541760,1562
160000,40,25%,424970,541760,3189
160000,40,Median,691841,541760,2169
160000,41,First,2,541760,11
160000,41,25%,698341,541760,6005
160000,41,Median,497412,541760,2877
160000,42,First,355954,541760,2910
160000,42,25%,382115,541760,3207
160000,42,Median,463151,541760,2898
160000,43,First,160001,541760,1123
160000,43,25%,729081,541760,5988
160000,43,Median,329897,541760,1662
160000,44,First,357249,541760,5255
160000,44,25%,422327,541760,3543
160000,44,Median,735158,541760,3837
160000,45,First,2,541760,12
160000,45,25%,1133327,541760,9001
160000,45,Median,301508,541760,1852
160000,46,First,160001,541760,1042
160000,46,25%,573276,541760,4989
160000,46,Median,464208,541760,3028
160000,47,First,3,541760,22
160000,47,25%,818697,541760,6331
160000,47,Median,359806,541760,1799
160000,48,First,160000,541760,1228
160000,48,25%,456314,541760,3138
160000,48,Median,380672,541760,2884
160000,49,First,2,541760,22
160000,49,25%,484169,541760,4458
160000,49,Median,669049,541760,3119
160000,50,First,466438,541760,3297
160000,50,25%,338049,541760,2088
160000,50,Median,401160,541760,3012
160000,51,First,2,541760,11
160000,51,25%,643359,541760,5659
160000,51,Median,417734,541760,2602
160000,52,First,2,541760,12
160000,52,25%,634380,541760,5923
160000,52,Median,486286,541760,3316
160000,53,First,2,541760,11
160000,53,25%,652621,541760,5694
160000,53,Median,619226,541760,3572
160000,54,First,2,541760,11
160000,54,25%,552131,541760,5041
160000,54,Median,642157,541760,3590
160000,55,First,2,541760,12
160000,55,25%,802309,541760,7038
160000,55,Median,933314,541760,5891
160000,56,First,2,541760,26
160000,56,25%,648108,541760,6121
160000,56,Median,603900,541760,3862
160000,57,First,3,541760,28
160000,57,25%,562354,541760,6588
160000,57,Median,461018,541760,3928
160000,58,First,280565,541760,2595
160000,58,25%,736925,541760,5962
160000,58,Median,490195,541760,3328
160000,59,First,2,541760,29
160000,59,25%,834813,541760,7524
160000,59,Median,491374,541760,3198
160000,60,First,160001,541760,1315
160000,60,25%,723605,541760,5931
160000,60,Median,344911,541760,2095
160000,61,First,2,541760,12
160000,61,25%,491224,541760,5032
160000,61,Median,425055,541760,2745
160000,62,First,246641,541760,2473
160000,62,25%,503541,541760,3480
160000,62,Median,693857,541760,3795
160000,63,First,2,541760,12
160000,63,25%,676882,541760,5749
160000,63,Median,810459,541760,4796
160000,64,First,2,541760,40
160000,64,25%,1029385,541760,8305
160000,64,Median,547118,541760,3322
160000,65,First,3,541760,47
160000,65,25%,537825,541760,10184
160000,65,Median,466217,541760,2965
160000,66,First,160002,541760,1222
160000,66,25%,356596,541760,3179
160000,66,Median,375177,541760,2433
160000,67,First,160001,541760,1141
160000,67,25%,611002,541760,8263
160000,67,Median,894074,541760,9416
160000,68,First,312646,541760,5429
160000,68,25%,312252,541760,4521
160000,68,Median,580495,541760,7090
160000,69,First,261871,541760,2135
160000,69,25%,391081,541760,2781
160000,69,Median,549386,541760,3902
160000,70,First,160001,541760,1413
160000,70,25%,302763,541760,2703
160000,70,Median,349807,541760,2801
160000,71,First,160001,541760,1378
160000,71,25%,710928,541760,5428
160000,71,Median,493318,541760,2528
160000,72,First,304811,541760,2273
160000,72,25%,613529,541760,4263
160000,72,Median,680891,541760,4214
160000,73,First,2,541760,22
160000,73,25%,484519,541760,4958
160000,73,Median,271021,541760,1697
160000,74,First,300394,541760,2118
160000,74,25%,366520,541760,2652
160000,74,Median,764766,541760,4312
160000,75,First,2,541760,16
160000,75,25%,495124,541760,3617
160000,75,Median,862959,541760,3896
160000,76,First,270921,541760,2138
160000,76,25%,444336,541760,3661
160000,76,Median,507662,541760,3228
160000,77,First,241940,541760,2298
160000,77,25%,211140,541760,1724
160000,77,Median,407349,541760,2575
160000,78,First,160001,541760,1243
160000,78,25%,495979,541760,4452
160000,78,Median,720404,541760,3663
160000,79,First,160001,541760,2658
160000,79,25%,574483,541760,9522
160000,79,Median,458453,541760,5289
160000,80,First,2,541760,23
160000,80,25%,975588,541760,7870
160000,80,Median,338595,541760,2080
160000,81,First,2,541760,12
160000,81,25%,643681,541760,5991
160000,81,Median,459786,541760,2458
160000,82,First,302405,541760,2208
160000,82,25%,961463,541760,6466
160000,82,Median,664796,541760,3703
160000,83,First,160000,541760,1123
160000,83,25%,332431,541760,3263
160000,83,Median,579466,541760,3982
160000,84,First,266428,541760,2377
160000,84,25%,408804,541760,2829
160000,84,Median,733248,541760,3648
160000,85,First,2,541760,22
160000,85,25%,506677,541760,4771
160000,85,Median,612447,541760,4206
160000,86,First,275847,541760,2123
160000,86,25%,317080,541760,3010
160000,86,Median,363922,541760,2192
160000,87,First,160001,541760,1405
160000,87,25%,483349,541760,3512
160000,87,Median,695835,541760,4188
160000,88,First,2,541760,12
160000,88,25%,765443,541760,6578
160000,88,Median,418422,541760,2584
160000,89,First,333033,541760,2750
160000,89,25%,506891,541760,3411
160000,89,Median,730636,541760,3509
160000,90,First,2,541760,22
160000,90,25%,600670,541760,5567
160000,90,Median,576408,541760,2848
160000,91,First,160001,541760,1397
160000,91,25%,595330,541760,4951
160000,91,Median,315216,541760,1695
160000,92,First,3,541760,22
160000,92,25%,587978,541760,5331
160000,92,Median,665015,541760,3267
160000,93,First,396867,541760,3611
160000,93,25%,531496,541760,3946
160000,93,Median,559091,541760,3103
160000,94,First,160001,541760,1218
160000,94,25%,419113,541760,4555
160000,94,Median,407170,541760,2510
160000,95,First,296919,541760,2190
160000,95,25%,539504,541760,4594
160000,95,Median,774341,541760,5120
160000,96,First,2,541760,11
160000,96,25%,773793,541760,6472
160000,96,Median,377230,541760,2605
160000,97,First,2,541760,23
160000,97,25%,968283,541760,7388
160000,97,Median,417030,541760,2164
160000,98,First,2,541760,12
160000,98,25%,598600,541760,5037
160000,98,Median,469970,541760,3085
160000,99,First,3,541760,22
160000,99,25%,582861,541760,5004
160000,99,Median,576923,541760,3789
160000,100,First,614259,541760,4629
160000,100,25%,365248,541760,2450
160000,100,Median,644534,541760,3423
160000,Average,First,143284,541760,1241
160000,Average,25%,583287,541760,5250
160000,Average,Median,527885,541760,3436
320000,1,First,602188,1.08352e+06,4222
320000,1,25%,1450520,1.08352e+06,9854
320000,1,Median,1077389,1.08352e+06,5067
320000,2,First,561175,1.08352e+06,3907
320000,2,25%,1723279,1.08352e+06,11452
320000,2,Median,1469813,1.08352e+06,6018
320000,3,First,2,1.08352e+06,19
320000,3,25%,777536,1.08352e+06,6968
320000,3,Median,1141331,1.08352e+06,6198
320000,4,First,320001,1.08352e+06,2062
320000,4,25%,1207736,1.08352e+06,9739
320000,4,Median,935094,1.08352e+06,4415
320000,5,First,320001,1.08352e+06,1934
320000,5,25%,1485037,1.08352e+06,11535
320000,5,Median,766714,1.08352e+06,3700
320000,6,First,524883,1.08352e+06,4610
320000,6,25%,1097518,1.08352e+06,6128
320000,6,Median,830631,1.08352e+06,4734
320000,7,First,2,1.08352e+06,43
320000,7,25%,1788958,1.08352e+06,13892
320000,7,Median,984643,1.08352e+06,6554
320000,8,First,3,1.08352e+06,24
320000,8,25%,1703626,1.08352e+06,13063
320000,8,Median,1422564,1.08352e+06,6943
320000,9,First,2,1.08352e+06,12
320000,9,25%,1498552,1.08352e+06,11167
320000,9,Median,829672,1.08352e+06,4306
320000,10,First,2,1.08352e+06,34
320000,10,25%,1485884,1.08352e+06,11312
320000,10,Median,1272595,1.08352e+06,6842
320000,11,First,320000,1.08352e+06,2096
320000,11,25%,1424678,1.08352e+06,11129
320000,11,Median,899519,1.08352e+06,4334
320000,12,First,2,1.08352e+06,35
320000,12,25%,1105976,1.08352e+06,11407
320000,12,Median,1782721,1.08352e+06,10536
320000,13,First,636175,1.08352e+06,5003
320000,13,25%,786782,1.08352e+06,7457
320000,13,Median,1558313,1.08352e+06,9443
320000,14,First,2,1.08352e+06,41
320000,14,25%,905633,1.08352e+06,8669
320000,14,Median,1076662,1.08352e+06,6785
320000,15,First,320001,1.08352e+06,2210
320000,15,25%,1194242,1.08352e+06,8463
320000,15,Median,990015,1.08352e+06,5574
320000,16,First,837931,1.08352e+06,7508
320000,16,25%,878551,1.08352e+06,4395
320000,16,Median,1016918,1.08352e+06,10380
320000,17,First,557731,1.08352e+06,5081
320000,17,25%,1510135,1.08352e+06,9979
320000,17,Median,1365970,1.08352e+06,6533
320000,18,First,621015,1.08352e+06,4873
320000,18,25%,1339977,1.08352e+06,8787
320000,18,Median,1007139,1.08352e+06,5542
320000,19,First,428240,1.08352e+06,3301
320000,19,25%,833110,1.08352e+06,5168
320000,19,Median,773361,1.08352e+06,5158
320000,20,First,639590,1.08352e+06,4222
320000,20,25%,1260745,1.08352e+06,9646
320000,20,Median,1149440,1.08352e+06,6020
320000,21,First,3,1.08352e+06,36
320000,21,25%,1124504,1.08352e+06,8421
320000,21,Median,1163126,1.08352e+06,9987
320000,22,First,775500,1.08352e+06,5918
320000,22,25%,744045,1.08352e+06,4472
320000,22,Median,1100609,1.08352e+06,5987
320000,23,First,320000,1.08352e+06,2790
320000,23,25%,1070716,1.08352e+06,6957
320000,23,Median,1188197,1.08352e+06,6701
320000,24,First,782161,1.08352e+06,6492
320000,24,25%,1236166,1.08352e+06,6913
320000,24,Median,871736,1.08352e+06,4015
320000,25,First,320001,1.08352e+06,4349
320000,25,25%,1964138,1.08352e+06,21613
320000,25,Median,1395884,1.08352e+06,7856
320000,26,First,2,1.08352e+06,22
320000,26,25%,1066933,1.08352e+06,8435
320000,26,Median,956554,1.08352e+06,5081
320000,27,First,3,1.08352e+06,21
320000,27,25%,1848222,1.08352e+06,13307
320000,27,Median,976640,1.08352e+06,4541
320000,28,First,630504,1.08352e+06,4053
320000,28,25%,883713,1.08352e+06,7305
320000,28,Median,857077,1.08352e+06,6471
320000,29,First,2,1.08352e+06,14
320000,29,25%,1402551,1.08352e+06,11341
320000,29,Median,751014,1.08352e+06,4413
320000,30,First,320001,1.08352e+06,2183
320000,30,25%,936115,1.08352e+06,6917
320000,30,Median,1379857,1.08352e+06,7698
320000,31,First,2,1.08352e+06,24
320000,31,25%,902156,1.08352e+06,8457
320000,31,Median,789178,1.08352e+06,4013
320000,32,First,320000,1.08352e+06,2277
320000,32,25%,829675,1.08352e+06,6864
320000,32,Median,965135,1.08352e+06,7246
320000,33,First,1076321,1.08352e+06,7416
320000,33,25%,922802,1.08352e+06,6272
320000,33,Median,1493636,1.08352e+06,7865
320000,34,First,2,1.08352e+06,35
320000,34,25%,801974,1.08352e+06,6732
320000,34,Median,900095,1.08352e+06,5355
320000,35,First,2,1.08352e+06,24
320000,35,25%,1631516,1.08352e+06,13195
320000,35,Median,1350354,1.08352e+06,7411
320000,36,First,2,1.08352e+06,36
320000,36,25%,2407333,1.08352e+06,17409
320000,36,Median,612485,1.08352e+06,3487
320000,37,First,628310,1.08352e+06,4299
320000,37,25%,1100490,1.08352e+06,17460
320000,37,Median,931821,1.08352e+06,4898
320000,38,First,2,1.08352e+06,23
320000,38,25%,1030526,1.08352e+06,8533
320000,38,Median,1620544,1.08352e+06,8921
320000,39,First,2,1.08352e+06,22
320000,39,25%,1920895,1.08352e+06,13417
320000,39,Median,1198325,1.08352e+06,5384
320000,40,First,629167,1.08352e+06,3786
320000,40,25%,1150963,1.08352e+06,9042
320000,40,Median,676442,1.08352e+06,3346
320000,41,First,320001,1.08352e+06,2392
320000,41,25%,703793,1.08352e+06,5859
320000,41,Median,1265405,1.08352e+06,6904
320000,42,First,2,1.08352e+06,32
320000,42,25%,1198023,1.08352e+06,9582
320000,42,Median,1148020,1.08352e+06,6587
320000,43,First,2,1.08352e+06,22
320000,43,25%,1317192,1.08352e+06,10006
320000,43,Median,1141615,1.08352e+06,5762
320000,44,First,2,1.08352e+06,35
320000,44,25%,1521676,1.08352e+06,11943
320000,44,Median,1208703,1.08352e+06,5978
320000,45,First,2,1.08352e+06,12
320000,45,25%,1139650,1.08352e+06,10203
320000,45,Median,774761,1.08352e+06,4183
320000,46,First,320001,1.08352e+06,2921
320000,46,25%,866554,1.08352e+06,5621
320000,46,Median,742126,1.08352e+06,5177
320000,47,First,2,1.08352e+06,27
320000,47,25%,1384273,1.08352e+06,18240
320000,47,Median,908951,1.08352e+06,5332
320000,48,First,2,1.08352e+06,33
320000,48,25%,1243540,1.08352e+06,12227
320000,48,Median,761139,1.08352e+06,5344
320000,49,First,3,1.08352e+06,41
320000,49,25%,1167065,1.08352e+06,11187
320000,49,Median,1027609,1.08352e+06,6421
320000,50,First,2,1.08352e+06,23
320000,50,25%,1170430,1.08352e+06,13047
320000,50,Median,699226,1.08352e+06,3754
320000,51,First,320000,1.08352e+06,2711
320000,51,25%,983564,1.08352e+06,7119
320000,51,Median,1508286,1.08352e+06,7634
320000,52,First,2,1.08352e+06,25
320000,52,25%,1229193,1.08352e+06,17438
320000,52,Median,518104,1.08352e+06,3009
320000,53,First,377464,1.08352e+06,2008
320000,53,25%,1202078,1.08352e+06,8707
320000,53,Median,1235268,1.08352e+06,5518
320000,54,First,3,1.08352e+06,24
320000,54,25%,955698,1.08352e+06,7778
320000,54,Median,1457518,1.08352e+06,8437
320000,55,First,320001,1.08352e+06,2951
320000,55,25%,862678,1.08352e+06,6817
320000,55,Median,642971,1.08352e+06,3028
320000,56,First,2,1.08352e+06,24
320000,56,25%,1444233,1.08352e+06,11110
320000,56,Median,607297,1.08352e+06,2701
