ArraySize,Run,Kth,EmpiricalComparisons,ExpectedComparisons,RunningTime(us)
320000,57,First,893565,1.08352e+06,6931
320000,57,25%,1139600,1.08352e+06,6067
320000,57,Median,1115939,1.08352e+06,5248
320000,58,First,638727,1.08352e+06,4076
320000,58,25%,714264,1.08352e+06,5549
320000,58,Median,1878601,1.08352e+06,10691
320000,59,First,2,1.08352e+06,22
320000,59,25%,1661056,1.08352e+06,12595
320000,59,Median,1010220,1.08352e+06,4748
320000,60,First,794666,1.08352e+06,5708
320000,60,25%,1013472,1.08352e+06,7411
320000,60,Median,544167,1.08352e+06,2251
320000,61,First,320000,1.08352e+06,2388
320000,61,25%,1259158,1.08352e+06,9684
320000,61,Median,869559,1.08352e+06,5085
320000,62,First,2,1.08352e+06,12
320000,62,25%,1429189,1.08352e+06,10905
320000,62,Median,637397,1.08352e+06,3344
320000,63,First,2,1.08352e+06,21
320000,63,25%,707897,1.08352e+06,6246
320000,63,Median,1294813,1.08352e+06,7809
320000,64,First,2,1.08352e+06,12
320000,64,25%,1108648,1.08352e+06,8815
320000,64,Median,901445,1.08352e+06,5373
320000,65,First,565055,1.08352e+06,3991
320000,65,25%,1248227,1.08352e+06,8752
320000,65,Median,1324047,1.08352e+06,5592
320000,66,First,320002,1.08352e+06,2079
320000,66,25%,945921,1.08352e+06,7085
320000,66,Median,1433821,1.08352e+06,8874
320000,67,First,2,1.08352e+06,12
320000,67,25%,1375355,1.08352e+06,10634
320000,67,Median,1117541,1.08352e+06,5108
320000,68,First,466568,1.08352e+06,4048
320000,68,25%,1246641,1.08352e+06,8218
320000,68,Median,552196,1.08352e+06,2578
320000,69,First,320000,1.08352e+06,1977
320000,69,25%,1524038,1.08352e+06,11799
320000,69,Median,1205313,1.08352e+06,5599
320000,70,First,534756,1.08352e+06,4503
320000,70,25%,541320,1.08352e+06,3619
320000,70,Median,1393962,1.08352e+06,7225
320000,71,First,2,1.08352e+06,12
320000,71,25%,784218,1.08352e+06,6836
320000,71,Median,2095808,1.08352e+06,12290
320000,72,First,320001,1.08352e+06,2147
320000,72,25%,1479935,1.08352e+06,11281
320000,72,Median,662359,1.08352e+06,3291
320000,73,First,2,1.08352e+06,49
320000,73,25%,1258531,1.08352e+06,12563
320000,73,Median,934674,1.08352e+06,4852
320000,74,First,561111,1.08352e+06,4059
320000,74,25%,713081,1.08352e+06,6054
320000,74,Median,1136259,1.08352e+06,6578
320000,75,First,2,1.08352e+06,18
320000,75,25%,1866949,1.08352e+06,14322
320000,75,Median,977807,1.08352e+06,4776
320000,76,First,320000,1.08352e+06,1945
320000,76,25%,1461531,1.08352e+06,10699
320000,76,Median,818332,1.08352e+06,5278
320000,77,First,320001,1.08352e+06,2458
320000,77,25%,1716822,1.08352e+06,11349
320000,77,Median,964184,1.08352e+06,5141
320000,78,First,758770,1.08352e+06,5631
320000,78,25%,853341,1.08352e+06,5681
320000,78,Median,1071222,1.08352e+06,5858
320000,79,First,494734,1.08352e+06,4856
320000,79,25%,572411,1.08352e+06,3506
320000,79,Median,984827,1.08352e+06,5832
320000,80,First,320000,1.08352e+06,3368
320000,80,25%,1435692,1.08352e+06,11228
320000,80,Median,1653956,1.08352e+06,8564
320000,81,First,320000,1.08352e+06,2979
320000,81,25%,1266525,1.08352e+06,15291
320000,81,Median,1196076,1.08352e+06,5770
320000,82,First,2,1.08352e+06,26
320000,82,25%,478627,1.08352e+06,5220
320000,82,Median,777977,1.08352e+06,8369
320000,83,First,320000,1.08352e+06,5606
320000,83,25%,971657,1.08352e+06,10544
320000,83,Median,719171,1.08352e+06,3872
320000,84,First,1058439,1.08352e+06,8924
320000,84,25%,924988,1.08352e+06,4740
320000,84,Median,1260313,1.08352e+06,7370
320000,85,First,529254,1.08352e+06,4278
320000,85,25%,901063,1.08352e+06,6888
320000,85,Median,966764,1.08352e+06,5683
320000,86,First,2,1.08352e+06,12
320000,86,25%,1765831,1.08352e+06,14447
320000,86,Median,872815,1.08352e+06,4527
320000,87,First,385263,1.08352e+06,4140
320000,87,25%,541878,1.08352e+06,7325
320000,87,Median,1229328,1.08352e+06,12969
320000,88,First,2,1.08352e+06,45
320000,88,25%,1808452,1.08352e+06,13408
320000,88,Median,1107431,1.08352e+06,6098
320000,89,First,320000,1.08352e+06,2184
320000,89,25%,766057,1.08352e+06,6338
320000,89,Median,668495,1.08352e+06,4510
320000,90,First,432926,1.08352e+06,3440
320000,90,25%,1255253,1.08352e+06,6963
320000,90,Median,1125718,1.08352e+06,5544
320000,91,First,2,1.08352e+06,22
320000,91,25%,1107370,1.08352e+06,9428
320000,91,Median,809333,1.08352e+06,4273
320000,92,First,2,1.08352e+06,45
320000,92,25%,1499015,1.08352e+06,11719
320000,92,Median,1257046,1.08352e+06,6481
320000,93,First,320000,1.08352e+06,2347
320000,93,25%,646089,1.08352e+06,5213
320000,93,Median,590080,1.08352e+06,4054
320000,94,First,3,1.08352e+06,40
320000,94,25%,1764297,1.08352e+06,12424
320000,94,Median,1444628,1.08352e+06,7018
320000,95,First,768976,1.08352e+06,6274
320000,95,25%,994066,1.08352e+06,5061
320000,95,Median,1293085,1.08352e+06,10711
320000,96,First,624354,1.08352e+06,4229
320000,96,25%,864358,1.08352e+06,7389
320000,96,Median,639405,1.08352e+06,4235
320000,97,First,2,1.08352e+06,11
320000,97,25%,1065180,1.08352e+06,7442
320000,97,Median,1230477,1.08352e+06,6761
320000,98,First,581310,1.08352e+06,4647
320000,98,25%,1011724,1.08352e+06,5931
320000,98,Median,834409,1.08352e+06,4480
320000,99,First,606318,1.08352e+06,4242
320000,99,25%,912636,1.08352e+06,5876
320000,99,Median,1118877,1.08352e+06,6145
320000,100,First,856511,1.08352e+06,10469
320000,100,25%,1928294,1.08352e+06,14981
320000,100,Median,1054649,1.08352e+06,6819
320000,Average,First,292198,1.08352e+06,2326
320000,Average,25%,1.19354e+06,1.08352e+06,9476
320000,Average,Median,1.05951e+06,1.08352e+06,5992
640000,1,First,640001,2.16704e+06,5521
640000,1,25%,2464676,2.16704e+06,17037
640000,1,Median,1866456,2.16704e+06,8913
640000,2,First,2,2.16704e+06,27
640000,2,25%,2798497,2.16704e+06,21285
640000,2,Median,1924872,2.16704e+06,9414
640000,3,First,2,2.16704e+06,36
640000,3,25%,3157147,2.16704e+06,19926
640000,3,Median,2225772,2.16704e+06,14129
640000,4,First,640000,2.16704e+06,4058
640000,4,25%,1823721,2.16704e+06,15577
640000,4,Median,1621876,2.16704e+06,9857
640000,5,First,640002,2.16704e+06,4788
640000,5,25%,1992121,2.16704e+06,12755
640000,5,Median,2464149,2.16704e+06,14252
640000,6,First,1172098,2.16704e+06,8962
640000,6,25%,2258226,2.16704e+06,12863
640000,6,Median,2300661,2.16704e+06,11541
640000,7,First,640000,2.16704e+06,4325
640000,7,25%,2897990,2.16704e+06,23525
640000,7,Median,1441847,2.16704e+06,8079
640000,8,First,3,2.16704e+06,45
640000,8,25%,2575967,2.16704e+06,24385
640000,8,Median,2827914,2.16704e+06,21254
640000,9,First,2,2.16704e+06,38
640000,9,25%,2244804,2.16704e+06,19605
640000,9,Median,2464970,2.16704e+06,12596
640000,10,First,2,2.16704e+06,45
640000,10,25%,2865783,2.16704e+06,21883
640000,10,Median,2777101,2.16704e+06,13188
640000,11,First,2,2.16704e+06,53
640000,11,25%,1714175,2.16704e+06,14430
640000,11,Median,2595942,2.16704e+06,11578
640000,12,First,2,2.16704e+06,41
640000,12,25%,2874046,2.16704e+06,21574
640000,12,Median,2108926,2.16704e+06,11977
640000,13,First,2,2.16704e+06,13
640000,13,25%,931730,2.16704e+06,7014
640000,13,Median,2745036,2.16704e+06,18192
640000,14,First,640001,2.16704e+06,5661
640000,14,25%,1184297,2.16704e+06,9077
640000,14,Median,1288558,2.16704e+06,6515
640000,15,First,3,2.16704e+06,22
640000,15,25%,2033312,2.16704e+06,15746
640000,15,Median,2268387,2.16704e+06,10202
640000,16,First,1181333,2.16704e+06,9453
640000,16,25%,2321668,2.16704e+06,12311
640000,16,Median,1877238,2.16704e+06,10178
640000,17,First,1267209,2.16704e+06,16819
640000,17,25%,2718688,2.16704e+06,16672
640000,17,Median,2166960,2.16704e+06,10076
640000,18,First,968646,2.16704e+06,8044
640000,18,25%,2223047,2.16704e+06,12764
640000,18,Median,2400014,2.16704e+06,10461
640000,19,First,640000,2.16704e+06,4226
640000,19,25%,2127167,2.16704e+06,17921
640000,19,Median,3216207,2.16704e+06,19169
640000,20,First,640001,2.16704e+06,4394
640000,20,25%,2484436,2.16704e+06,26366
640000,20,Median,1294765,2.16704e+06,6193
640000,21,First,2,2.16704e+06,33
640000,21,25%,2532585,2.16704e+06,19362
640000,21,Median,1746434,2.16704e+06,8378
640000,22,First,1060760,2.16704e+06,8121
640000,22,25%,2542935,2.16704e+06,14868
640000,22,Median,2639533,2.16704e+06,12256
640000,23,First,2,2.16704e+06,39
640000,23,25%,4953072,2.16704e+06,34819
640000,23,Median,1251506,2.16704e+06,5904
640000,24,First,640001,2.16704e+06,4273
640000,24,25%,2083192,2.16704e+06,14553
640000,24,Median,1356536,2.16704e+06,9310
640000,25,First,2,2.16704e+06,52
640000,25,25%,3595270,2.16704e+06,33198
640000,25,Median,2459386,2.16704e+06,15250
640000,26,First,640001,2.16704e+06,6495
640000,26,25%,1812991,2.16704e+06,14261
640000,26,Median,2018792,2.16704e+06,11210
640000,27,First,640001,2.16704e+06,7551
640000,27,25%,1566127,2.16704e+06,14281
640000,27,Median,1063959,2.16704e+06,6720
640000,28,First,2,2.16704e+06,36
640000,28,25%,1693115,2.16704e+06,13018
640000,28,Median,2361351,2.16704e+06,17611
640000,29,First,2,2.16704e+06,38
640000,29,25%,2030041,2.16704e+06,15924
640000,29,Median,1832637,2.16704e+06,8658
640000,30,First,640002,2.16704e+06,4465
640000,30,25%,1589079,2.16704e+06,12173
640000,30,Median,1164784,2.16704e+06,7829
640000,31,First,640001,2.16704e+06,4971
640000,31,25%,997561,2.16704e+06,8338
640000,31,Median,2548824,2.16704e+06,14060
640000,32,First,2,2.16704e+06,23
640000,32,25%,1305235,2.16704e+06,11203
640000,32,Median,2297058,2.16704e+06,12865
640000,33,First,2,2.16704e+06,25
640000,33,25%,2155177,2.16704e+06,16794
640000,33,Median,2006292,2.16704e+06,11457
640000,34,First,640000,2.16704e+06,5565
640000,34,25%,1257523,2.16704e+06,8119
640000,34,Median,1271993,2.16704e+06,7218
640000,35,First,640001,2.16704e+06,5115
640000,35,25%,2059085,2.16704e+06,13857
640000,35,Median,2768284,2.16704e+06,14058
640000,36,First,640001,2.16704e+06,5249
640000,36,25%,2223791,2.16704e+06,14985
640000,36,Median,1293050,2.16704e+06,6821
640000,37,First,1168220,2.16704e+06,9584
640000,37,25%,888430,2.16704e+06,5743
640000,37,Median,1612352,2.16704e+06,9124
640000,38,First,640001,2.16704e+06,4961
640000,38,25%,1942389,2.16704e+06,13398
640000,38,Median,2213028,2.16704e+06,10067
640000,39,First,2,2.16704e+06,23
640000,39,25%,1875581,2.16704e+06,14093
640000,39,Median,1892339,2.16704e+06,10798
640000,40,First,1042085,2.16704e+06,7142
640000,40,25%,1159845,2.16704e+06,6467
640000,40,Median,3087012,2.16704e+06,17596
640000,41,First,2,2.16704e+06,12
640000,41,25%,2280361,2.16704e+06,17766
640000,41,Median,2044710,2.16704e+06,11559
640000,42,First,1452677,2.16704e+06,10077
640000,42,25%,1175612,2.16704e+06,6154
640000,42,Median,2739341,2.16704e+06,17234
640000,43,First,2184337,2.16704e+06,17822
640000,43,25%,1512142,2.16704e+06,14389
640000,43,Median,1396132,2.16704e+06,8640
640000,44,First,3,2.16704e+06,45
640000,44,25%,2686099,2.16704e+06,25120
640000,44,Median,2174552,2.16704e+06,13168
640000,45,First,3,2.16704e+06,41
640000,45,25%,2899538,2.16704e+06,23860
640000,45,Median,2712598,2.16704e+06,14781
640000,46,First,3,2.16704e+06,42
640000,46,25%,1940030,2.16704e+06,16539
640000,46,Median,1660891,2.16704e+06,9508
640000,47,First,640000,2.16704e+06,5666
640000,47,25%,1897695,2.16704e+06,13559
640000,47,Median,2411220,2.16704e+06,11126
640000,48,First,2,2.16704e+06,17
640000,48,25%,3945097,2.16704e+06,27845
640000,48,Median,1929629,2.16704e+06,9716
640000,49,First,640001,2.16704e+06,4637
640000,49,25%,1632384,2.16704e+06,12153
640000,49,Median,1784392,2.16704e+06,9368
640000,50,First,929785,2.16704e+06,7673
640000,50,25%,1390811,2.16704e+06,6242
640000,50,Median,1391424,2.16704e+06,7967
640000,51,First,2,2.16704e+06,23
640000,51,25%,2394323,2.16704e+06,18606
640000,51,Median,1983222,2.16704e+06,10172
640000,52,First,2,2.16704e+06,12
640000,52,25%,3534330,2.16704e+06,25619
640000,52,Median,1396371,2.16704e+06,6769
640000,53,First,2,2.16704e+06,55
640000,53,25%,2946074,2.16704e+06,28665
640000,53,Median,2413031,2.16704e+06,11856
640000,54,First,3,2.16704e+06,44
640000,54,25%,2881441,2.16704e+06,21610
640000,54,Median,1622955,2.16704e+06,8108
640000,55,First,1871087,2.16704e+06,11497
640000,55,25%,1350211,2.16704e+06,11502
640000,55,Median,1937392,2.16704e+06,11151
640000,56,First,640000,2.16704e+06,4687
640000,56,25%,2520836,2.16704e+06,16213
640000,56,Median,1935039,2.16704e+06,9939
640000,57,First,1256101,2.16704e+06,8171
640000,57,25%,2657821,2.16704e+06,19831
640000,57,Median,1561195,2.16704e+06,7295
640000,58,First,2,2.16704e+06,37
640000,58,25%,1169379,2.16704e+06,10846
640000,58,Median,3446267,2.16704e+06,18115
640000,59,First,3,2.16704e+06,38
640000,59,25%,1996240,2.16704e+06,15380
640000,59,Median,2034638,2.16704e+06,10403
640000,60,First,640001,2.16704e+06,4111
640000,60,25%,1649987,2.16704e+06,14729
640000,60,Median,2625248,2.16704e+06,22561
640000,61,First,2,2.16704e+06,32
640000,61,25%,4472269,2.16704e+06,45356
640000,61,Median,3123936,2.16704e+06,20681
640000,62,First,3,2.16704e+06,39
640000,62,25%,1937601,2.16704e+06,18409
640000,62,Median,1343661,2.16704e+06,6837
640000,63,First,2,2.16704e+06,70
640000,63,25%,1284310,2.16704e+06,12748
640000,63,Median,1984479,2.16704e+06,10958
640000,64,First,911243,2.16704e+06,7853
640000,64,25%,2465959,2.16704e+06,13406
640000,64,Median,1694171,2.16704e+06,10905
640000,65,First,867387,2.16704e+06,7101
640000,65,25%,1286975,2.16704e+06,7027
640000,65,Median,1312204,2.16704e+06,8117
640000,66,First,2,2.16704e+06,21
640000,66,25%,2644371,2.16704e+06,19962
640000,66,Median,1657448,2.16704e+06,7469
640000,67,First,1181155,2.16704e+06,9951
640000,67,25%,1231834,2.16704e+06,4517
640000,67,Median,1414016,2.16704e+06,7873
640000,68,First,640001,2.16704e+06,4197
640000,68,25%,3578180,2.16704e+06,24983
640000,68,Median,2804626,2.16704e+06,12607
640000,69,First,640001,2.16704e+06,3933
640000,69,25%,2530755,2.16704e+06,18547
640000,69,Median,1784544,2.16704e+06,8483
640000,70,First,2,2.16704e+06,30
640000,70,25%,2597220,2.16704e+06,19147
640000,70,Median,1733108,2.16704e+06,7277
640000,71,First,2,2.16704e+06,37
640000,71,25%,2305819,2.16704e+06,18245
640000,71,Median,2082115,2.16704e+06,10779
640000,72,First,2,2.16704e+06,49
640000,72,25%,1951389,2.16704e+06,15970
640000,72,Median,2664941,2.16704e+06,13452
640000,73,First,2,2.16704e+06,42
640000,73,25%,1849176,2.16704e+06,15404
640000,73,Median,2445240,2.16704e+06,21897
640000,74,First,640000,2.16704e+06,4857
640000,74,25%,1565373,2.16704e+06,12400
640000,74,Median,2583859,2.16704e+06,13351
640000,75,First,640001,2.16704e+06,4055
640000,75,25%,2879554,2.16704e+06,21821
640000,75,Median,1388317,2.16704e+06,5420
640000,76,First,640001,2.16704e+06,4765
640000,76,25%,3646157,2.16704e+06,23692
640000,76,Median,2201542,2.16704e+06,13350
640000,77,First,2443134,2.16704e+06,16983
640000,77,25%,1461015,2.16704e+06,7163
640000,77,Median,2303512,2.16704e+06,14628
640000,78,First,3,2.16704e+06,43
640000,78,25%,2937922,2.16704e+06,26711
640000,78,Median,1543819,2.16704e+06,9605
640000,79,First,2,2.16704e+06,56
640000,79,25%,1532190,2.16704e+06,10922
640000,79,Median,1373157,2.16704e+06,5906
640000,80,First,2,2.16704e+06,38
640000,80,25%,1104373,2.16704e+06,9157
640000,80,Median,1734698,2.16704e+06,10626
640000,81,First,1115294,2.16704e+06,8536
640000,81,25%,1789685,2.16704e+06,13073
640000,81,Median,2541969,2.16704e+06,11973
640000,82,First,2,2.16704e+06,40
640000,82,25%,3353122,2.16704e+06,24786
640000,82,Median,2292305,2.16704e+06,10808
640000,83,First,640000,2.16704e+06,4484
640000,83,25%,2988754,2.16704e+06,19994
640000,83,Median,1231797,2.16704e+06,6004
640000,84,First,1204343,2.16704e+06,8755
640000,84,25%,2332116,2.16704e+06,16713
640000,84,Median,2193300,2.16704e+06,10072
640000,85,First,1201014,2.16704e+06,8312
640000,85,25%,2396545,2.16704e+06,16147
640000,85,Median,1303444,2.16704e+06,5778
640000,86,First,640001,2.16704e+06,5556
640000,86,25%,1725333,2.16704e+06,10433
640000,86,Median,2333840,2.16704e+06,10720
640000,87,First,1581561,2.16704e+06,11183
640000,87,25%,2509162,2.16704e+06,14054
640000,87,Median,1695471,2.16704e+06,7621
640000,88,First,1086067,2.16704e+06,8188
640000,88,25%,925256,2.16704e+06,6352
640000,88,Median,1871970,2.16704e+06,10244
640000,89,First,3,2.16704e+06,37
640000,89,25%,3184562,2.16704e+06,23200
640000,89,Median,2239145,2.16704e+06,12611
640000,90,First,2,2.16704e+06,54
640000,90,25%,2248418,2.16704e+06,20657
640000,90,Median,2756894,2.16704e+06,16520
640000,91,First,3,2.16704e+06,37
640000,91,25%,1447322,2.16704e+06,14390
640000,91,Median,3112597,2.16704e+06,18002
640000,92,First,2,2.16704e+06,45
640000,92,25%,1414679,2.16704e+06,10923
640000,92,Median,2566291,2.16704e+06,15467
640000,93,First,640001,2.16704e+06,4631
640000,93,25%,1648618,2.16704e+06,12953
640000,93,Median,1452309,2.16704e+06,6142
640000,94,First,1090596,2.16704e+06,8462
640000,94,25%,1671568,2.16704e+06,14491
640000,94,Median,2227266,2.16704e+06,13722
640000,95,First,2,2.16704e+06,28
640000,95,25%,2852576,2.16704e+06,46780
640000,95,Median,2148930,2.16704e+06,16280
640000,96,First,2,2.16704e+06,38
640000,96,25%,2235307,2.16704e+06,18435
640000,96,Median,2439049,2.16704e+06,14502
640000,97,First,2,2.16704e+06,35
640000,97,25%,3293000,2.16704e+06,28419
640000,97,Median,2270641,2.16704e+06,13040
640000,98,First,2,2.16704e+06,17
640000,98,25%,2075098,2.16704e+06,16683
640000,98,Median,1642337,2.16704e+06,10105
640000,99,First,2,2.16704e+06,16
640000,99,25%,3495294,2.16704e+06,22966
640000,99,Median,1682347,2.16704e+06,8295
640000,100,First,962564,2.16704e+06,7780
640000,100,25%,3112550,2.16704e+06,17777
640000,100,Median,1429572,2.16704e+06,5774
640000,Average,First,471188,2.16704e+06,3654
640000,Average,25%,2.22376e+06,2.16704e+06,17036
640000,Average,Median,2.04568e+06,2.16704e+06,11282
1280000,1,First,2,4.33408e+06,24
1280000,1,25%,2264584,4.33408e+06,15787
1280000,1,Median,5251580,4.33408e+06,29628
1280000,2,First,1280000,4.33408e+06,7446
1280000,2,25%,2989579,4.33408e+06,18710
1280000,2,Median,4871169,4.33408e+06,29996
1280000,3,First,2,4.33408e+06,38
1280000,3,25%,2098262,4.33408e+06,14552
1280000,3,Median,8526099,4.33408e+06,49609
1280000,4,First,1280002,4.33408e+06,4629
1280000,4,25%,2499476,4.33408e+06,15992
1280000,4,Median,3385144,4.33408e+06,21967
1280000,5,First,1930647,4.33408e+06,15479
1280000,5,25%,3533768,4.33408e+06,21850
1280000,5,Median,2312205,4.33408e+06,19044
1280000,6,First,2974558,4.33408e+06,23113
1280000,6,25%,6596567,4.33408e+06,42172
1280000,6,Median,3145267,4.33408e+06,14508
1280000,7,First,3,4.33408e+06,40
1280000,7,25%,2738962,4.33408e+06,27764
1280000,7,Median,3137710,4.33408e+06,25039
1280000,8,First,3715493,4.33408e+06,28069
1280000,8,25%,6081479,4.33408e+06,42677
1280000,8,Median,4062289,4.33408e+06,19742
1280000,9,First,3,4.33408e+06,45
1280000,9,25%,4468862,4.33408e+06,42793
1280000,9,Median,6017917,4.33408e+06,36658
1280000,10,First,1280000,4.33408e+06,9284
1280000,10,25%,4934676,4.33408e+06,34511
1280000,10,Median,6529797,4.33408e+06,29928
1280000,11,First,2051227,4.33408e+06,15438
1280000,11,25%,5173713,4.33408e+06,28381
1280000,11,Median,6934389,4.33408e+06,26734
1280000,12,First,2,4.33408e+06,94
1280000,12,25%,3824892,4.33408e+06,35580
1280000,12,Median,4440885,4.33408e+06,23613
1280000,13,First,2,4.33408e+06,37
1280000,13,25%,5102117,4.33408e+06,38486
1280000,13,Median,3148438,4.33408e+06,17239
1280000,14,First,2,4.33408e+06,19
1280000,14,25%,5617412,4.33408e+06,40130
1280000,14,Median,2543655,4.33408e+06,11345
1280000,15,First,1280001,4.33408e+06,10615
1280000,15,25%,3580090,4.33408e+06,35184
1280000,15,Median,4436003,4.33408e+06,23276
1280000,16,First,3691799,4.33408e+06,34804
1280000,16,25%,4735941,4.33408e+06,38789
1280000,16,Median,6678646,4.33408e+06,41278
1280000,17,First,1845464,4.33408e+06,18480
1280000,17,25%,3405537,4.33408e+06,34351
1280000,17,Median,3253858,4.33408e+06,28139
1280000,18,First,2,4.33408e+06,56
1280000,18,25%,7087056,4.33408e+06,70909
1280000,18,Median,4043205,4.33408e+06,28794
1280000,19,First,1280001,4.33408e+06,8661
1280000,19,25%,5509161,4.33408e+06,40798
1280000,19,Median,3562157,4.33408e+06,21988
1280000,20,First,2,4.33408e+06,24
1280000,20,25%,4952189,4.33408e+06,39759
1280000,20,Median,4301847,4.33408e+06,20112
1280000,21,First,2,4.33408e+06,44
1280000,21,25%,6871693,4.33408e+06,51536
1280000,21,Median,4331577,4.33408e+06,24807
1280000,22,First,2,4.33408e+06,45
1280000,22,25%,3922269,4.33408e+06,34342
1280000,22,Median,3321777,4.33408e+06,16483
1280000,23,First,2,4.33408e+06,48
1280000,23,25%,7087356,4.33408e+06,67347
1280000,23,Median,6796943,4.33408e+06,41308
1280000,24,First,2330972,4.33408e+06,16715
1280000,24,25%,2369831,4.33408e+06,19158
1280000,24,Median,4238677,4.33408e+06,22624
1280000,25,First,2,4.33408e+06,19
1280000,25,25%,6534458,4.33408e+06,44834
1280000,25,Median,4555979,4.33408e+06,22540
1280000,26,First,2,4.33408e+06,39
1280000,26,25%,4065679,4.33408e+06,33181
1280000,26,Median,6702285,4.33408e+06,33434
1280000,27,First,2,4.33408e+06,30
1280000,27,25%,5303760,4.33408e+06,40838
1280000,27,Median,3643205,4.33408e+06,17952
1280000,28,First,1280000,4.33408e+06,8224
1280000,28,25%,4375659,4.33408e+06,31172
1280000,28,Median,6513904,4.33408e+06,34541
1280000,29,First,2,4.33408e+06,36
1280000,29,25%,7103708,4.33408e+06,48899
1280000,29,Median,4085115,4.33408e+06,19069
1280000,30,First,2057503,4.33408e+06,17739
1280000,30,25%,4370596,4.33408e+06,27635
1280000,30,Median,5609551,4.33408e+06,22986
1280000,31,First,2245398,4.33408e+06,18260
1280000,31,25%,3594065,4.33408e+06,19921
1280000,31,Median,4259008,4.33408e+06,23781
1280000,32,First,2334848,4.33408e+06,19165
1280000,32,25%,5708318,4.33408e+06,48166
1280000,32,Median,4498257,4.33408e+06,26929
1280000,33,First,1280001,4.33408e+06,10649
1280000,33,25%,2818502,4.33408e+06,21858
1280000,33,Median,4574193,4.33408e+06,23256
1280000,34,First,2,4.33408e+06,45
1280000,34,25%,6430706,4.33408e+06,47489
1280000,34,Median,3909503,4.33408e+06,15598
1280000,35,First,2,4.33408e+06,76
1280000,35,25%,5636242,4.33408e+06,58136
1280000,35,Median,5345921,4.33408e+06,26612
1280000,36,First,2387081,4.33408e+06,15717
1280000,36,25%,5117208,4.33408e+06,34502
1280000,36,Median,5094768,4.33408e+06,23082
1280000,37,First,2,4.33408e+06,20
1280000,37,25%,3425544,4.33408e+06,28208
1280000,37,Median,2443438,4.33408e+06,11569
1280000,38,First,1280001,4.33408e+06,9158
1280000,38,25%,2027919,4.33408e+06,14089
1280000,38,Median,6037172,4.33408e+06,35658
1280000,39,First,1280001,4.33408e+06,8876
1280000,39,25%,4929349,4.33408e+06,41017
1280000,39,Median,4576365,4.33408e+06,20215
1280000,40,First,2,4.33408e+06,21
1280000,40,25%,3710490,4.33408e+06,29493
1280000,40,Median,3780138,4.33408e+06,18851
1280000,41,First,1280001,4.33408e+06,9135
1280000,41,25%,3877683,4.33408e+06,32991
1280000,41,Median,3674773,4.33408e+06,20872
1280000,42,First,1280000,4.33408e+06,8264
1280000,42,25%,5016874,4.33408e+06,37322
1280000,42,Median,3298721,4.33408e+06,18830
1280000,43,First,2,4.33408e+06,23
1280000,43,25%,9296342,4.33408e+06,62722
1280000,43,Median,2471695,4.33408e+06,10488
1280000,44,First,2,4.33408e+06,35
1280000,44,25%,7451426,4.33408e+06,52391
1280000,44,Median,2486920,4.33408e+06,13430
1280000,45,First,2,4.33408e+06,45
1280000,45,25%,5096826,4.33408e+06,48654
1280000,45,Median,2428981,4.33408e+06,11893
1280000,46,First,1280002,4.33408e+06,7804
1280000,46,25%,4405515,4.33408e+06,34489
1280000,46,Median,4080492,4.33408e+06,18788
1280000,47,First,2867406,4.33408e+06,21675
1280000,47,25%,5483501,4.33408e+06,30231
1280000,47,Median,2259547,4.33408e+06,16165
1280000,48,First,3390124,4.33408e+06,28619
1280000,48,25%,5313119,4.33408e+06,38024
1280000,48,Median,3698106,4.33408e+06,20568
1280000,49,First,1280001,4.33408e+06,9087
1280000,49,25%,2181499,4.33408e+06,15743
1280000,49,Median,6318805,4.33408e+06,33081
1280000,50,First,2,4.33408e+06,22
1280000,50,25%,4541822,4.33408e+06,40716
1280000,50,Median,4665886,4.33408e+06,25961
1280000,51,First,1280001,4.33408e+06,8693
1280000,51,25%,3415433,4.33408e+06,22826
1280000,51,Median,3882018,4.33408e+06,18474
1280000,52,First,2,4.33408e+06,21
1280000,52,25%,7939950,4.33408e+06,64177
1280000,52,Median,4657322,4.33408e+06,20917
1280000,53,First,2135148,4.33408e+06,16264
1280000,53,25%,4788333,4.33408e+06,27957
1280000,53,Median,3955821,4.33408e+06,22525
1280000,54,First,2,4.33408e+06,43
1280000,54,25%,2437482,4.33408e+06,22429
1280000,54,Median,6156599,4.33408e+06,36922
1280000,55,First,3,4.33408e+06,34
1280000,55,25%,5616206,4.33408e+06,39971
1280000,55,Median,4423377,4.33408e+06,19867
1280000,56,First,2,4.33408e+06,42
1280000,56,25%,4463368,4.33408e+06,37232
1280000,56,Median,2425764,4.33408e+06,11889
1280000,57,First,2,4.33408e+06,59
1280000,57,25%,3893555,4.33408e+06,30739
1280000,57,Median,3934625,4.33408e+06,22650
1280000,58,First,2,4.33408e+06,37
1280000,58,25%,3352642,4.33408e+06,26622
1280000,58,Median,3448055,4.33408e+06,19041
1280000,59,First,2,4.33408e+06,83
1280000,59,25%,6144876,4.33408e+06,57531
1280000,59,Median,2543299,4.33408e+06,22086
1280000,60,First,2707461,4.33408e+06,20961
1280000,60,25%,4562458,4.33408e+06,37238
1280000,60,Median,3363129,4.33408e+06,17933
1280000,61,First,1280001,4.33408e+06,11935
1280000,61,25%,3876774,4.33408e+06,27035
1280000,61,Median,3155074,4.33408e+06,14462
1280000,62,First,2,4.33408e+06,36
1280000,62,25%,6467879,4.33408e+06,45131
